Date,ticker,action,pred,score,opposite_signal,weak_long,weak_short,too_old
2026-02-09,FSLY,BUY,0.9929824561403509,0.9929824561403509,,,,
2026-02-09,MU,BUY,0.9903508771929824,0.9903508771929824,,,,
2026-02-09,MARA,BUY,0.9894736842105263,0.9894736842105263,,,,
2026-02-09,PR,BUY,0.9763157894736842,0.9763157894736842,,,,
2026-02-09,LRCX,BUY,0.9728070175438597,0.9728070175438597,,,,
2026-02-10,VXX,BUY,0.962280701754386,0.962280701754386,,,,
2026-02-11,COMP,BUY,0.9771929824561403,0.9771929824561403,,,,
2026-02-12,FSLY,EXIT,,,False,True,False,False
2026-02-12,PR,EXIT,,,False,True,False,False
2026-02-12,RDW,BUY,0.9929824561403509,0.9929824561403509,,,,
2026-02-12,SOUN,BUY,0.9903508771929824,0.9903508771929824,,,,
2026-02-12,CELH,BUY,0.9578947368421054,0.9578947368421054,,,,
2026-02-13,QS,BUY,0.9780701754385965,0.9780701754385965,,,,
2026-02-13,AMAT,BUY,0.9771929824561404,0.9771929824561404,,,,
2026-02-17,QUBT,BUY,0.9824561403508771,0.9824561403508771,,,,
2026-02-18,MU,EXIT,,,False,True,False,False
2026-02-18,LRCX,EXIT,,,False,True,False,False
2026-02-18,VXX,EXIT,,,False,True,False,False
2026-02-19,HBM,BUY,0.9719298245614036,0.9719298245614036,,,,
2026-02-23,COMP,EXIT,,,False,True,False,False
2026-02-23,CELH,EXIT,,,False,True,False,False
2026-02-23,LUMN,BUY,0.9763157894736842,0.9763157894736842,,,,
2026-02-26,RDW,EXIT,,,False,True,False,False
2026-02-26,SOUN,EXIT,,,False,True,False,False
2026-02-27,EOSE,BUY,1.0,1.0,,,,
2026-03-02,SOUN,BUY,0.9859649122807017,0.9859649122807017,,,,
2026-03-05,AMAT,EXIT,,,False,True,False,False
2026-03-06,SOUN,EXIT,,,False,True,False,False
2026-03-06,MU,BUY,0.9850877192982457,0.9850877192982457,,,,
2026-03-06,RDW,BUY,0.9824561403508771,0.9824561403508771,,,,
2026-03-10,QS,EXIT,,,False,True,False,False
2026-03-11,OWL,BUY,0.9701754385964912,0.9701754385964912,,,,
2026-03-12,MARA,EXIT,,,False,True,False,False
2026-03-13,RIVN,BUY,0.9789473684210526,0.9789473684210526,,,,
2026-03-16,MU,EXIT,,,False,True,False,False
2026-03-16,EQX,BUY,0.9657894736842105,0.9657894736842105,,,,
2026-03-16,SOUN,BUY,0.9657894736842105,0.9657894736842105,,,,
2026-03-17,RDW,EXIT,,,False,True,False,False
2026-03-17,MARA,BUY,0.974561403508772,0.974561403508772,,,,
2026-03-18,RDW,BUY,0.986842105263158,0.986842105263158,,,,
2026-03-19,IAG,BUY,0.9754385964912281,0.9754385964912281,,,,
2026-03-20,HBM,EXIT,,,False,True,False,False
2026-03-24,MARA,EXIT,,,False,True,False,False
2026-03-24,NVTS,BUY,0.9780701754385965,0.9780701754385965,,,,
2026-03-26,EOSE,EXIT_MISSING,,,,,,
2026-03-27,SMR,BUY,0.9841409691629956,0.9841409691629956,,,,
2026-03-30,OWL,EXIT,,,False,True,False,False
2026-03-31,IAG,EXIT,,,False,True,False,False
2026-03-31,SMR,EXIT,,,False,True,False,False
2026-03-31,OWL,BUY,0.9814977973568282,0.9814977973568282,,,,
2026-04-01,EQX,EXIT,,,False,True,False,False
2026-04-07,SMR,BUY,0.9841409691629956,0.9841409691629956,,,,
2026-04-10,EOSE,BUY,0.986842105263158,0.986842105263158,,,,
2026-04-14,OWL,EXIT,,,False,True,False,False
2026-04-15,QUBT,EXIT,,,False,False,False,True
2026-04-15,QUBT,BUY,0.9833333333333334,0.9833333333333334,,,,
2026-04-15,RIOT,BUY,0.9649122807017545,0.9649122807017545,,,,
2026-04-16,RDW,EXIT,,,False,True,False,False
2026-04-17,RIVN,EXIT,,,False,True,False,False
2026-04-17,SMR,EXIT,,,False,True,False,False
2026-04-17,ACHR,BUY,0.9631578947368422,0.9631578947368422,,,,
2026-04-17,OWL,BUY,0.9614035087719298,0.9614035087719298,,,,
2026-04-20,VRT,BUY,0.9665198237885462,0.9665198237885462,,,,
2026-04-21,LUMN,EXIT,,,False,False,False,True
2026-04-21,OKLO,BUY,0.9718061674008811,0.9718061674008811,,,,
2026-04-21,FLNC,BUY,0.9682819383259911,0.9682819383259911,,,,
2026-04-22,EOSE,EXIT,,,False,True,False,False
2026-04-22,RUN,BUY,0.971806167400881,0.971806167400881,,,,
2026-04-23,EOSE,BUY,0.9894273127753304,0.9894273127753304,,,,
2026-04-23,QS,BUY,0.9806167400881056,0.9806167400881056,,,,
2026-04-27,NVTS,EXIT,,,False,True,False,False
2026-04-27,OKLO,EXIT,,,False,True,False,False
2026-04-27,RDW,BUY,0.9832599118942731,0.9832599118942731,,,,
2026-04-29,LUMN,BUY,0.9700440528634362,0.9700440528634362,,,,
2026-05-05,OWL,EXIT,,,False,True,False,False
2026-05-05,VRT,EXIT,,,False,True,False,False
2026-05-06,RCAT,BUY,0.9903083700440529,0.9903083700440529,,,,
2026-05-07,RIOT,EXIT,,,False,True,False,False
