Date,ticker,action,pred,score,rolling_vol,rolling_beta,target_weight,opposite_signal,weak_long,weak_short,too_old
2025-09-02,NVDA,BUY,0.511560631671376,0.9980263157894738,0.25897955248535487,1.9011361590954807,0.03333333333333333,,,,
2025-09-02,EVR,BUY,0.3224477077940946,0.9809210526315789,0.2827817752713887,1.8292025878428466,0.03333333333333333,,,,
2025-09-03,WMT,BUY,0.25538759327989285,0.9921052631578947,0.18613581320688344,0.6142967245282616,0.03333333333333333,,,,
2025-09-03,EVRG,BUY,0.21356473056890465,0.9888157894736842,0.15515177430503202,0.18881654899077185,0.03333333333333333,,,,
2025-09-03,BK,BUY,0.22156022708045134,0.9815789473684211,0.16715990139909695,0.8848684860291842,0.03333333333333333,,,,
2025-09-03,AEP,BUY,0.17672870865869245,0.980921052631579,0.15273975652645522,0.01913549987180302,0.03333333333333333,,,,
2025-09-03,DTE,BUY,0.177118182184944,0.980263157894737,0.14516292887568374,0.23550784298262448,0.03333333333333333,,,,
2025-09-03,GS,BUY,0.1704236636671083,0.9782894736842105,0.21227323013895363,1.3900734531839467,0.03333333333333333,,,,
2025-09-03,CG,BUY,0.1508026284932935,0.9671052631578947,0.2904737753592416,1.7444646464862352,0.03333333333333333,,,,
2025-09-04,GLD,BUY,0.15486195232816338,0.9631578947368421,0.1404230973682335,0.0250677503920011,0.03333333333333333,,,,
2025-09-04,CMS,BUY,0.1560571834291546,0.9592105263157895,0.1427672198763393,0.09850042709244405,0.03333333333333333,,,,
2025-09-05,WMT,EXIT,,,,,,False,True,False,False
2025-09-08,AEE,BUY,0.30937557952797934,0.9763469119579501,0.13458706542476967,0.23254933794919913,0.03333333333333333,,,,
2025-09-09,EVR,EXIT,,,,,,False,True,False,False
2025-09-09,GS,EXIT,,,,,,False,True,False,False
2025-09-09,WEC,BUY,0.16499203957353564,0.9750328515111695,0.13898646855177968,0.12447995406816885,0.03333333333333333,,,,
2025-09-11,SO,BUY,0.5310663928551749,0.9848883048620236,0.11920887391772232,0.044422807499342805,0.03333333333333333,,,,
2025-09-16,VICI,BUY,0.35992632617580966,0.9697766097240472,0.15773126149234537,0.37288029136655193,0.03333333333333333,,,,
2025-09-18,BK,EXIT,,,,,,False,True,False,False
2025-09-18,CG,EXIT,,,,,,False,True,False,False
2025-09-18,GLD,EXIT,,,,,,False,True,False,False
2025-09-18,AEE,EXIT,,,,,,False,True,False,False
2025-09-18,WEC,EXIT,,,,,,False,True,False,False
2025-09-18,SO,EXIT,,,,,,False,True,False,False
2025-09-18,VICI,EXIT,,,,,,False,True,False,False
2025-09-22,NVDA,EXIT,,,,,,False,True,False,False
2025-09-22,DTE,EXIT,,,,,,False,True,False,False
2025-09-22,CMS,EXIT,,,,,,False,True,False,False
2025-09-22,FE,BUY,0.0880630035239651,0.9921156373193167,0.1216321681042164,0.12664920073355207,0.03333333333333333,,,,
2025-09-22,AEE,BUY,0.03505776700581311,0.9862023653088041,0.13510678870116144,0.23076953959372704,0.03333333333333333,,,,
2025-09-22,CL,BUY,0.03357043857739113,0.9796320630749015,0.1659615128935255,0.07467818083749236,0.03333333333333333,,,,
2025-09-23,AEE,EXIT,,,,,,False,True,False,False
2025-09-23,CL,EXIT,,,,,,False,True,False,False
2025-09-23,CMS,BUY,0.09227110186884908,0.9842312746386334,0.13913345489486562,0.10024290856745957,0.03333333333333333,,,,
2025-09-23,WDC,BUY,0.09855187461665055,0.9763469119579501,0.3520109989732516,1.5882966869150337,0.028456951429027707,,,,
2025-09-23,LNT,BUY,0.07183182108757943,0.9730617608409987,0.14922088215584817,0.22318848665493773,0.03333333333333333,,,,
2025-09-24,DTE,BUY,0.21438778114847454,0.9901445466491459,0.1457416372511653,0.24198426526502914,0.03333333333333333,,,,
2025-09-25,LNT,EXIT,,,,,,False,True,False,False
2025-09-25,ROKU,BUY,0.12421701926192566,0.966491458607096,0.46972918159456006,1.9269882118050867,0.021225988639881822,,,,
2025-09-25,DOCS,BUY,0.10726846958562687,0.961892247043364,0.4270657161658023,1.226648827924842,0.023346445043310904,,,,
2025-09-26,NFLX,BUY,0.2591065818557799,0.9947437582128777,0.258412207742789,0.8884727341057991,0.03333333333333333,,,,
2025-09-29,ALGM,BUY,0.3982746151058198,0.9868593955321945,0.3637502240211141,1.9065864879537793,0.027419974101751565,,,,
2025-09-29,EXC,BUY,0.3035989791902718,0.9704336399474376,0.14592796506309816,0.0017031780074789624,0.03333333333333333,,,,
2025-09-29,LFUS,BUY,0.29370058723763115,0.9645203679369251,0.33023356785143615,1.4666801196745816,0.03020293117703995,,,,
2025-09-30,ROKU,EXIT,,,,,,False,True,False,False
2025-09-30,VICI,BUY,0.37922650906799205,0.9927726675427069,0.1579283372983581,0.3753751757240871,0.03333333333333333,,,,
2025-09-30,SO,BUY,0.2919134684640655,0.9835742444152431,0.11616552601801132,0.04516802740026379,0.03333333333333333,,,,
2025-09-30,CL,BUY,0.2741903891491316,0.9829172141918529,0.16794270722532323,0.0761848321609685,0.03333333333333333,,,,
2025-09-30,VZ,BUY,0.3116624649120573,0.9829172141918529,0.15359688814226136,0.07427979783569928,0.03333333333333333,,,,
2025-09-30,SUI,BUY,0.31999403963252787,0.9756898817345598,0.21366320784178702,0.41642558872965757,0.03333333333333333,,,,
2025-09-30,ELS,BUY,0.24080275880286323,0.9743758212877793,0.17646508506948513,0.1981489508148876,0.03333333333333333,,,,
2025-09-30,PNW,BUY,0.22318757494993768,0.9730617608409986,0.15636538115122545,0.24291132504566557,0.03333333333333333,,,,
2025-09-30,SHEL,BUY,0.22495897728654513,0.9717477003942181,0.15107786567125464,0.5485676602850799,0.03333333333333333,,,,
2025-09-30,TSN,BUY,0.2826626384788428,0.9717477003942181,0.19882767238188384,0.2554902223013553,0.03333333333333333,,,,
2025-10-01,KMB,BUY,0.3809401766740764,0.9717477003942181,0.1854004258784746,0.08890888333567441,0.03333333333333333,,,,
2025-10-02,WDC,EXIT,,,,,,False,True,False,False
2025-10-02,DOCS,EXIT,,,,,,False,True,False,False
2025-10-02,NFLX,EXIT,,,,,,False,True,False,False
2025-10-02,ENB,BUY,0.357602398258328,0.9684625492772667,0.12670981993606836,0.23702055169844907,0.03333333333333333,,,,
2025-10-02,PSA,BUY,0.38348327688835127,0.9625492772667543,0.21224742710128064,0.4363663918462969,0.03333333333333333,,,,
2025-10-02,ED,BUY,0.3810057573939648,0.9605781865965834,0.1455290012771751,-0.08973151220074413,0.03333333333333333,,,,
2025-10-06,LFUS,EXIT,,,,,,False,True,False,False
2025-10-06,HRL,BUY,0.37750687586726484,0.9789750328515112,0.3225861785416735,0.10351769847124774,0.03112454329867177,,,,
2025-10-06,MO,BUY,0.32983727866238155,0.9783180026281209,0.17346195856204824,-0.023100288397575226,0.03333333333333333,,,,
2025-10-06,CAG,BUY,0.2694344265128797,0.9776609724047306,0.2592615990736933,0.1278817087892437,0.03333333333333333,,,,
2025-10-06,CCI,BUY,0.32306387054485936,0.9756898817345598,0.21573642627730344,0.07975760402811086,0.03333333333333333,,,,
2025-10-06,RSG,BUY,0.24495569164510814,0.9750328515111695,0.17129657810539856,0.34833692254475157,0.03333333333333333,,,,
2025-10-06,GIS,BUY,0.21904069413678098,0.9730617608409987,0.19033183456962707,0.12578111021872235,0.03333333333333333,,,,
2025-10-06,PEP,BUY,0.22543174438288627,0.9704336399474376,0.242041684925057,0.21434939270098483,0.03333333333333333,,,,
2025-10-07,VTR,BUY,0.3496731873618437,0.9770039421813403,0.15550094674816128,0.3093457252710818,0.03333333333333333,,,,
2025-10-07,KDP,BUY,0.406871785483936,0.973718791064389,0.33997272207909995,0.20160402062606264,0.02955140898764769,,,,
2025-10-08,VRSK,BUY,0.27491640778612353,0.9625492772667543,0.21382034096117022,0.34645939313138463,0.03333333333333333,,,,
2025-10-09,SHEL,EXIT,,,,,,False,True,False,False
2025-10-09,PPL,BUY,0.37283682122871636,0.9842312746386334,0.15234432918336552,0.20152474757460181,0.03333333333333333,,,,
2025-10-09,ED,REPLACE_EXIT,,,,,,,,,
2025-10-09,SJM,BUY,0.3280879335383289,0.9789750328515112,0.26829573631967885,0.283429064861862,0.03333333333333333,,,,
2025-10-10,ENB,REPLACE_EXIT,,,,,,,,,
2025-10-10,SLAB,BUY,0.9855441108827951,0.997371879106439,0.3586436251368032,1.822856099288239,0.014047481564020919,,,,
2025-10-10,VRSK,REPLACE_EXIT,,,,,,,,,
2025-10-10,CG,BUY,0.8252600831029191,0.9816031537450722,0.31798120255520756,1.7461199674713141,0.01584382872848647,,,,
2025-10-10,PEP,REPLACE_EXIT,,,,,,,,,
2025-10-10,BK,BUY,0.928052769897267,0.9770039421813403,0.15531112113520817,0.8846995540154124,0.016666666666666666,,,,
2025-10-10,PSA,REPLACE_EXIT,,,,,,,,,
2025-10-10,SYF,BUY,0.8255265374964644,0.9770039421813403,0.2357274361863923,1.6471912962177377,0.016666666666666666,,,,
2025-10-10,KMB,REPLACE_EXIT,,,,,,,,,
2025-10-10,ZBRA,BUY,0.7722526663987643,0.9750328515111695,0.37822688628781964,1.5969458235643292,0.013320152254668304,,,,
2025-10-10,SUI,REPLACE_EXIT,,,,,,,,,
