date,ticker,action,reason,pred,pred_signal,age,target_weight
2026-07-07,EOSE,SELL_NEXT_OPEN,missing_from_latest_universe,,,,
2026-07-07,RCAT,HOLD,still_valid,0.9838095238095238,1.0,21.0,
2026-07-07,QS,HOLD,still_valid,0.9714285714285714,0.0,21.0,
2026-07-07,LUMN,HOLD,still_valid,0.9133333333333333,0.0,20.0,
2026-07-07,AMD,HOLD,still_valid,0.9047619047619048,0.0,20.0,
2026-07-07,AMAT,SELL_NEXT_OPEN,weak_long,0.0,0.0,20.0,
2026-07-07,WDC,HOLD,still_valid,0.9485714285714286,0.0,19.0,
2026-07-07,SOUN,HOLD,still_valid,0.9171428571428571,0.0,18.0,
2026-07-07,OSCR,HOLD,still_valid,0.9600000000000001,0.0,12.0,
2026-07-07,LUNR,HOLD,still_valid,0.9419047619047618,0.0,12.0,
2026-07-07,SMR,HOLD,still_valid,0.9904761904761905,1.0,12.0,
2026-07-07,QUBT,HOLD,still_valid,0.9952380952380953,1.0,12.0,
2026-07-07,FLNC,HOLD,still_valid,1.0,1.0,6.0,
2026-07-07,JOBY,HOLD,still_valid,0.94,0.0,6.0,
2026-07-07,SNOW,SELL_NEXT_OPEN,missing_from_latest_universe,,,,
2026-07-07,ACHR,SELL_NEXT_OPEN,missing_from_latest_universe,,,,
2026-07-07,UEC,BUY_NEXT_OPEN,new_buy_signal,0.976190476190476,,,0.03333333333333333
