date,ticker,action,reason,pred,pred_signal,age,target_weight
2026-07-08,RCAT,HOLD,still_valid,0.98125,1.0,22.0,
2026-07-08,QS,HOLD,still_valid,0.9732142857142856,0.0,22.0,
2026-07-08,LUMN,HOLD,still_valid,0.9107142857142857,0.0,21.0,
2026-07-08,AMD,HOLD,still_valid,0.9089285714285715,0.0,21.0,
2026-07-08,WDC,HOLD,still_valid,0.9437500000000001,0.0,20.0,
2026-07-08,SOUN,HOLD,still_valid,0.9160714285714285,0.0,19.0,
2026-07-08,OSCR,HOLD,still_valid,0.9553571428571428,0.0,13.0,
2026-07-08,LUNR,HOLD,still_valid,0.9410714285714286,0.0,13.0,
2026-07-08,SMR,HOLD,still_valid,0.9857142857142858,1.0,13.0,
2026-07-08,QUBT,HOLD,still_valid,0.9982142857142857,1.0,13.0,
2026-07-08,FLNC,HOLD,still_valid,0.9973214285714286,1.0,7.0,
2026-07-08,JOBY,HOLD,still_valid,0.9151785714285714,0.0,7.0,
2026-07-08,UEC,HOLD,still_valid,0.9633928571428572,0.0,1.0,
2026-07-08,SNOW,BUY_NEXT_OPEN,new_buy_signal,0.9803571428571428,,,0.03333333333333333
