date,ticker,action,reason,pred,pred_signal,age
2026-07-13,RCAT,HOLD,still_valid,0.9928571428571429,1,25
2026-07-13,QS,HOLD,still_valid,0.9794642857142857,1,25
2026-07-13,LUMN,HOLD,still_valid,0.95,0,24
2026-07-13,AMD,SELL_NEXT_OPEN,weak_long,0.0,0,24
2026-07-13,WDC,HOLD,still_valid,0.9312499999999999,0,23
2026-07-13,SOUN,HOLD,still_valid,0.95,0,22
2026-07-13,OSCR,HOLD,still_valid,0.91875,0,16
2026-07-13,LUNR,HOLD,still_valid,0.9187500000000001,0,16
2026-07-13,SMR,HOLD,still_valid,0.9830357142857142,1,16
2026-07-13,QUBT,HOLD,still_valid,0.99375,1,16
2026-07-13,FLNC,HOLD,still_valid,1.0,1,10
2026-07-13,JOBY,HOLD,still_valid,0.9651785714285714,0,10
2026-07-13,UEC,HOLD,still_valid,0.9616071428571429,0,4
2026-07-13,SNOW,HOLD,still_valid,0.9205357142857143,0,3
