ticker,days_held,total_pnl,total_contribution_return,mean_position_return,median_position_return,hit_rate,best_day_return,worst_day_return
NVTS,117,818.9885807486121,0.25921166148454244,0.01820611310503804,-0.0024212375736950564,0.4700854700854701,0.4475295720165564,-0.12869026896395264
RCAT,77,384.724678685109,0.19157158303667637,0.021859893508205084,0.016202706629349084,0.5844155844155844,0.17720789058267505,-0.14193971035860498
WULF,68,375.64079404188203,0.1427500957642113,0.017366730125532345,0.006546421620455489,0.5735294117647058,0.31373719347168993,-0.08931779922834504
EOSE,53,345.4605619824127,0.12933517356626112,0.019249970417261283,0.0033431341878136234,0.5094339622641509,0.25038006599075957,-0.11478966141872926
FLNC,38,315.92572346084114,0.070705609808799,0.017216081578289712,0.003112508825976912,0.5263157894736842,0.5180300473372637,-0.1921040461591541
RDW,85,315.31604379450454,0.1379290131917104,0.014315246222188308,0.0023790737767908077,0.5294117647058824,0.17721853571498936,-0.118732200228445
SMR,42,220.83679849915077,0.06721830744207208,0.014060712864084078,0.004125608663564817,0.5714285714285714,0.232362964797745,-0.12706705284274822
NVO,83,186.10376836991196,0.06436238782913674,0.006035746161904616,0.0031163844267350083,0.5421686746987951,0.1029262838765086,-0.07644283148591546
SOUN,125,170.56265988018777,0.09608259070343415,0.006628392350007803,-0.003419728703620728,0.448,0.20280479140229013,-0.12024297383303484
INTC,15,110.96677375003227,0.02270196605359511,0.015191420534219617,0.00026033375983769425,0.5333333333333333,0.1097102348451724,-0.04863879680893968
QS,41,100.8553976040525,0.07408280999396263,0.015831879137642835,0.0037606497888100776,0.5121951219512195,0.2879634498809325,-0.14122976613611882
SBSW,50,98.57037692074229,0.04385946038859327,0.009294579811924983,0.013507565036675273,0.6,0.10018204316766144,-0.07485057214702762
JOBY,11,94.92436376370361,0.027197915975239233,0.02468331175975155,0.0021596099011023107,0.7272727272727273,0.15208325253044142,-0.04497218947863868
RUN,41,94.25338024435217,0.03371401349606176,0.0047199558469421185,0.007390883939141002,0.6341463414634146,0.08484417331869198,-0.17808126778325606
UUUU,31,90.99506084126557,0.05729323076843805,0.014846302682735823,0.029897024221321455,0.7096774193548387,0.10411497141792703,-0.19338205730685942
CLSK,56,88.2572171023677,0.046210944457051296,0.007126579813026509,0.006347500564008901,0.5357142857142857,0.13421494677972912,-0.07872847458805321
ORCL,11,81.80660870430805,0.026114607561229394,0.021995446176321865,0.015001256195644741,0.7272727272727273,0.0774058211001476,-0.04241914533715063
UEC,50,80.74638261530731,0.056246329295461965,0.00794900657637891,0.006405827825472277,0.56,0.1782155344987404,-0.1221567857980056
HOOD,40,80.03948470475677,0.057222988929726465,0.013980191520971474,0.013514929514322871,0.7,0.10919437968515866,-0.04133216138516693
VXX,93,79.80524104616323,0.01163546227303875,0.0008252704170352771,-0.001741630982944331,0.4838709677419355,0.09855170573572192,-0.06823715065859781
QUBT,80,77.06054366287424,0.023251513559137956,0.004437018324197383,-0.0037157852467193386,0.4625,0.14199107301677993,-0.08121177499492638
MP,16,77.0584691720858,0.025227643168222853,0.009697620009213093,0.011785658972232826,0.6875,0.07231821202038047,-0.03376659603251908
UNH,31,71.31517888035039,0.02942108600999646,0.008077162587126726,0.009422708575010486,0.6451612903225806,0.10870914885998517,-0.14489812114479683
OWL,16,69.89455900402609,0.019001184038265225,0.012612175367565238,0.010711638220133435,0.6875,0.0835826998511,-0.0635856512553441
LUMN,21,69.31928409472046,0.020555452572243563,0.007782875968165578,0.016869602606642387,0.6666666666666666,0.08289567099648032,-0.07302226253985822
MARA,93,67.42161396888113,0.022785569444681596,0.003243405993861029,-0.003869642818443819,0.46236559139784944,0.1481651249289031,-0.1256479637885568
SMCI,2,61.79883527491167,0.058796228155644725,0.17471694095141144,0.17471694095141144,1.0,0.3327164467475954,0.0167174351552275
SATS,17,60.93137654325373,0.01819769967923723,0.005144920632396923,0.0055372360769831985,0.5882352941176471,0.10889110548086545,-0.04854391572038741
RKT,10,56.59852394808385,0.01802444844754436,0.01871680467736734,0.022536513637235966,0.7,0.0748787627730767,-0.040588932816289613
VFC,24,53.95534952663238,0.03741821218765844,0.014576824465665411,0.009879473938290029,0.625,0.08729486343562076,-0.04051620890343843
LUNR,20,36.55789719699874,0.05008813958289435,0.017087103730890885,0.022392773657456955,0.6,0.14568226936569761,-0.12367257792338338
GIS,15,34.51472280577964,0.008912091671469767,0.005002953414507516,0.0016976674110666945,0.5333333333333333,0.04528901628413751,-0.033251736701756074
