Date,ticker,action,pred,score,opposite_signal,weak_long,weak_short,too_old
2025-05-09,LUNR,BUY,0.9926940639269406,0.9926940639269406,,,,
2025-05-09,RCAT,BUY,0.989041095890411,0.989041095890411,,,,
2025-05-09,MSTR,BUY,0.982648401826484,0.982648401826484,,,,
2025-05-09,SOUN,BUY,0.978082191780822,0.978082191780822,,,,
2025-05-09,SMCI,BUY,0.9652968036529681,0.9652968036529681,,,,
2025-05-12,SOUN,EXIT,,,False,True,False,False
2025-05-12,IAG,BUY,0.9754545454545454,0.9754545454545454,,,,
2025-05-12,CDE,BUY,0.97,0.97,,,,
2025-05-13,SMCI,EXIT,,,False,True,False,False
2025-05-13,UNH,BUY,0.9972850678733032,0.9972850678733032,,,,
2025-05-13,RDW,BUY,0.9891402714932127,0.9891402714932127,,,,
2025-05-13,PSLV,BUY,0.971945701357466,0.971945701357466,,,,
2025-05-13,SOUN,BUY,0.9583710407239818,0.9583710407239818,,,,
2025-05-14,NVO,BUY,0.9628959276018099,0.9628959276018099,,,,
2025-05-15,RDW,EXIT,,,False,True,False,False
2025-05-15,CELH,BUY,0.9692307692307691,0.9692307692307691,,,,
2025-05-16,LUNR,EXIT,,,False,True,False,False
2025-05-16,RDW,BUY,0.9855203619909503,0.9855203619909503,,,,
2025-05-16,ACHR,BUY,0.9819004524886878,0.9819004524886878,,,,
2025-05-19,MSTR,EXIT,,,False,True,False,False
2025-05-19,UNH,EXIT,,,False,True,False,False
2025-05-19,ACHR,EXIT,,,False,True,False,False
2025-05-19,HOOD,BUY,0.9846153846153846,0.9846153846153846,,,,
2025-05-20,UEC,BUY,0.9711711711711711,0.9711711711711711,,,,
2025-05-21,IAG,EXIT,,,False,True,False,False
2025-05-21,CELH,EXIT,,,False,True,False,False
2025-05-21,LUNR,BUY,0.9783783783783784,0.9783783783783784,,,,
2025-05-21,UNH,BUY,0.9783783783783784,0.9783783783783784,,,,
2025-05-22,VFC,BUY,0.9728506787330315,0.9728506787330315,,,,
2025-05-23,UEC,EXIT,,,False,True,False,False
2025-05-27,PSLV,EXIT,,,False,True,False,False
2025-05-27,NVO,EXIT,,,False,True,False,False
2025-05-27,RDW,EXIT,,,False,True,False,False
2025-05-27,LUNR,EXIT,,,False,True,False,False
2025-05-27,VFC,EXIT,,,False,True,False,False
2025-05-27,SMR,BUY,0.9927927927927928,0.9927927927927928,,,,
2025-05-27,NFLX,BUY,0.9702702702702704,0.9702702702702704,,,,
2025-05-28,CDE,EXIT,,,False,True,False,False
2025-05-28,PDD,BUY,0.9909909909909909,0.9909909909909909,,,,
2025-05-28,CLSK,BUY,0.9873873873873874,0.9873873873873874,,,,
2025-05-30,RDW,BUY,0.9818181818181819,0.9818181818181819,,,,
2025-06-02,UNH,EXIT,,,False,True,False,False
2025-06-02,LUNR,BUY,0.9709090909090909,0.9709090909090909,,,,
2025-06-03,LUNR,EXIT,,,False,True,False,False
2025-06-04,PDD,EXIT,,,False,True,False,False
2025-06-04,RDW,EXIT,,,False,True,False,False
2025-06-04,NVTS,BUY,0.9837837837837837,0.9837837837837837,,,,
2025-06-04,VFC,BUY,0.9585585585585585,0.9585585585585585,,,,
2025-06-05,SMR,EXIT,,,False,True,False,False
2025-06-09,CLSK,EXIT,,,False,True,False,False
2025-06-09,VFC,EXIT,,,False,True,False,False
2025-06-09,SMR,BUY,0.9837837837837837,0.9837837837837837,,,,
2025-06-09,CDE,BUY,0.9657657657657659,0.9657657657657659,,,,
2025-06-10,RCAT,EXIT,,,False,True,False,False
2025-06-11,ACHR,BUY,0.9621621621621622,0.9621621621621622,,,,
2025-06-12,CLSK,BUY,0.9945945945945946,0.9945945945945946,,,,
2025-06-13,ACHR,EXIT,,,False,True,False,False
2025-06-13,SBSW,BUY,0.9704035874439462,0.9704035874439462,,,,
2025-06-17,RCAT,BUY,0.9811659192825113,0.9811659192825113,,,,
2025-06-18,RDW,BUY,0.9811659192825113,0.9811659192825113,,,,
2025-06-25,SMR,EXIT,,,False,True,False,False
2025-06-26,VFC,BUY,0.9749999999999999,0.9749999999999999,,,,
2025-06-30,EOSE,BUY,0.984,0.984,,,,
2025-07-01,NFLX,EXIT,,,False,True,False,False
2025-07-01,EOSE,EXIT_MISSING,,,,,,
2025-07-02,WULF,BUY,0.9955752212389379,0.9955752212389379,,,,
2025-07-03,CLSK,EXIT,,,False,True,False,False
2025-07-07,WULF,EXIT_MISSING,,,,,,
2025-07-07,EOSE,BUY,0.9787610619469027,0.9787610619469027,,,,
2025-07-08,EOSE,EXIT_MISSING,,,,,,
2025-07-08,UUUU,BUY,0.9678571428571427,0.9678571428571427,,,,
2025-07-10,WULF,BUY,0.9955752212389379,0.9955752212389379,,,,
2025-07-10,QS,BUY,0.9867256637168141,0.9867256637168141,,,,
2025-07-11,SOUN,EXIT,,,False,False,False,True
2025-07-11,CDE,EXIT,,,False,True,False,False
2025-07-11,SBSW,EXIT,,,False,True,False,False
2025-07-11,RDW,EXIT,,,False,True,False,False
2025-07-11,WULF,EXIT_MISSING,,,,,,
2025-07-11,SOUN,BUY,0.9511111111111111,0.9511111111111111,,,,
2025-07-14,WULF,BUY,0.9947136563876652,0.9947136563876652,,,,
2025-07-14,EOSE,BUY,0.9770925110132158,0.9770925110132158,,,,
2025-07-15,WULF,EXIT_MISSING,,,,,,
2025-07-15,CLSK,BUY,0.9769911504424779,0.9769911504424779,,,,
2025-07-15,LUNR,BUY,0.9743362831858406,0.9743362831858406,,,,
2025-07-15,JOBY,BUY,0.9734513274336284,0.9734513274336284,,,,
2025-07-16,JOBY,EXIT,,,False,True,False,False
2025-07-16,WULF,BUY,0.9947136563876652,0.9947136563876652,,,,
2025-07-17,HOOD,EXIT,,,False,False,False,True
2025-07-17,RCAT,EXIT,,,False,True,False,False
2025-07-17,QS,EXIT,,,False,True,False,False
2025-07-21,WULF,EXIT_MISSING,,,,,,
2025-07-21,QS,BUY,0.9849557522123893,0.9849557522123893,,,,
2025-07-22,QS,EXIT,,,False,True,False,False
2025-07-22,WULF,BUY,0.9973568281938325,0.9973568281938325,,,,
2025-07-22,RCAT,BUY,0.9859030837004406,0.9859030837004406,,,,
2025-07-23,NVTS,EXIT,,,False,True,False,False
2025-07-23,VFC,EXIT,,,False,True,False,False
2025-07-23,SOUN,EXIT,,,False,True,False,False
2025-07-23,EOSE,EXIT,,,False,True,False,False
2025-07-23,LUNR,EXIT,,,False,True,False,False
2025-07-23,EQX,BUY,0.9894273127753304,0.9894273127753304,,,,
