ticker,days_held,total_pnl,total_contribution_return,mean_position_return,median_position_return,hit_rate,best_day_return,worst_day_return
NVTS,43,90.71001130677377,0.09328844078476703,0.021702658268756114,-0.005837101254265065,0.46511627906976744,0.19483461116151912,-0.09786800820350061
QUBT,45,35.61257994248487,0.03758029777977456,0.009406566151620412,0.0005675102877675808,0.5111111111111111,0.14199107301677993,-0.08121177499492638
FSLY,14,29.404173669001665,0.028293484136242254,0.020176199863626183,0.039615640599494184,0.6428571428571429,0.08307180904427258,-0.11264992122932782
MARA,37,28.07861571697147,0.03526298718801054,0.009816526660253969,-0.008120575606168301,0.43243243243243246,0.1481651249289031,-0.11062619541899998
EXK,28,26.685958255647165,0.029798347900587184,0.010440864125211974,-0.000626270205984103,0.4642857142857143,0.1298870141259747,-0.0861017525826897
RDW,30,18.713438836643427,0.021789939460542713,0.006657034806627127,-0.007759151541236464,0.43333333333333335,0.1436764382870399,-0.08198008905718035
SMR,14,17.59176850389528,0.0195319447114832,0.013286124212838217,-0.012276413041930945,0.42857142857142855,0.1489591379933055,-0.0899992226585703
EOSE,42,10.762931221643152,0.016820784821323397,0.005059367937730234,-0.004565775728794075,0.47619047619047616,0.25038006599075957,-0.11478966141872926
LUMN,52,8.827592883099179,0.01439705866286669,0.0035897925021096955,0.00734462766981725,0.5384615384615384,0.11627251276868167,-0.1347019094698234
UEC,11,5.3896837419243315,0.004853228842912733,0.004598339973289834,0.0037019328128011786,0.5454545454545454,0.0653896937770857,-0.05370286281287984
SOUN,58,4.203743659924252,0.006275277047180953,0.0030091094506197067,-0.005395697851002912,0.41379310344827586,0.17838736193836735,-0.12024297383303484
PSLV,1,-0.16234780978692698,-0.0001805952980414243,-0.0016253576823728189,-0.0016253576823728189,0.0,-0.0016253576823728189,-0.0016253576823728189
OWL,54,-1.2375577907636701,-0.0008298183213844351,-7.169561685154846e-05,-3.385939386135739e-05,0.5,0.11708430804397629,-0.11215775329542588
VRT,6,-2.304270426208125,-0.002418831173504615,-0.004064379015596475,-0.004997677673015566,0.16666666666666666,0.07813013964217519,-0.05774932187781434
GLD,4,-2.502761289865055,-0.0026952457179438803,-0.0055379581524923616,-0.0068399022842909885,0.25,0.012224956586782021,-0.02069698462816949
EQX,7,-4.5640097195951235,-0.004069316813717115,-0.006986391920651932,-0.007116863907727922,0.14285714285714285,0.027962199785559694,-0.026245782801964435
ACHR,10,-4.986785918874318,-0.004167020106368397,-0.0006579403698497521,-0.005207799526423251,0.5,0.06111838258177271,-0.053691265543550526
RCAT,13,-17.632961243065306,-0.015527301869105406,-0.013703548936300342,-0.005514567807910042,0.46153846153846156,0.03413779251449456,-0.0669191021732014
FLNC,20,-20.546710772944486,-0.020633524978885542,-0.0067772221898100005,-0.014770472415094715,0.45,0.09391942305826939,-0.1114825769915675
QS,58,-23.493758068293722,-0.023102894135700013,-0.0023481299529448394,-0.006132623254431702,0.41379310344827586,0.34672717344342363,-0.223438919184899
COMP,40,-43.05329129276324,-0.047500842167134745,-0.010899171656369258,-0.011768257097167445,0.375,0.10033974592526773,-0.11554835901364846
