Date,equity,daily_return,gross_return,turnover_cost,turnover,holdings,held_tickers
2026-05-18 13:30:00,984.0540718476649,-0.015945928152335094,-0.015695928152335094,0.00025,5,5,"AMD,FLNC,INTC,MU,SBSW"
2026-05-18 14:30:00,972.4923601370512,-0.011749061399548299,-0.011749061399548299,0.0,0,5,"AMD,FLNC,INTC,MU,SBSW"
2026-05-18 15:30:00,980.3263527136654,0.008055582642839596,0.008105582642839596,5e-05,1,6,"AMD,FLNC,FSLY,INTC,MU,SBSW"
2026-05-18 16:30:00,967.1622019274945,-0.013428335114863391,-0.013428335114863391,0.0,0,6,"AMD,FLNC,FSLY,INTC,MU,SBSW"
2026-05-18 17:30:00,969.7584477041655,0.00268439541112833,0.0027343954111283303,5e-05,1,7,"AMD,FLNC,FSLY,INTC,MU,SBSW,UAMY"
2026-05-18 18:30:00,963.9693905270863,-0.005969586746869236,-0.005969586746869236,0.0,0,7,"AMD,FLNC,FSLY,INTC,MU,SBSW,UAMY"
2026-05-18 19:30:00,928.8790657384711,-0.03640190770936012,-0.03640190770936012,0.0,0,7,"AMD,FLNC,FSLY,INTC,MU,SBSW,UAMY"
2026-05-19 13:30:00,939.799810561234,0.011756907035127218,0.011756907035127218,0.0,0,7,"AMD,FLNC,FSLY,INTC,MU,SBSW,UAMY"
2026-05-19 14:30:00,952.4886765952566,0.013501669069761768,0.013551669069761768,5e-05,1,8,"AMD,FLNC,FSLY,INTC,LUMN,MU,SBSW,UAMY"
2026-05-19 15:30:00,969.6832670172818,0.01805227804228443,0.01805227804228443,0.0,0,8,"AMD,FLNC,FSLY,INTC,LUMN,MU,SBSW,UAMY"
2026-05-19 16:30:00,963.144164033088,-0.006743545244735222,-0.006743545244735222,0.0,0,8,"AMD,FLNC,FSLY,INTC,LUMN,MU,SBSW,UAMY"
2026-05-19 17:30:00,955.5907215240344,-0.007842483805772366,-0.007792483805772367,5e-05,1,9,"AMD,FLNC,FSLY,INTC,LUMN,MU,RDW,SBSW,UAMY"
2026-05-19 18:30:00,977.5776539732776,0.023008733712040572,0.023008733712040572,0.0,0,9,"AMD,FLNC,FSLY,INTC,LUMN,MU,RDW,SBSW,UAMY"
2026-05-19 19:30:00,989.0602806091764,0.011745999501142985,0.011795999501142984,5e-05,1,10,"AMD,FLNC,FSLY,INTC,LUMN,MU,ONDS,RDW,SBSW,UAMY"
2026-05-20 13:30:00,998.5730357835885,0.009617973101248154,0.009767973101248155,0.00015000000000000001,3,9,"AMD,COMP,FLNC,INTC,LUMN,MU,ONDS,SBSW,UAMY"
2026-05-20 14:30:00,997.2423398672623,-0.0013325974852524821,-0.001232597485252482,0.0001,2,9,"AMD,COMP,INTC,LUMN,MU,ONDS,SBSW,UAMY,WDC"
2026-05-20 15:30:00,1001.7843388715083,0.0045545589298290464,0.004654558929829047,0.0001,2,9,"AMD,COMP,GLW,INTC,LUMN,MU,ONDS,SBSW,WDC"
2026-05-20 16:30:00,1003.3924171241315,0.0016052140068736466,0.0016052140068736466,0.0,0,9,"AMD,COMP,GLW,INTC,LUMN,MU,ONDS,SBSW,WDC"
2026-05-20 17:30:00,1005.4822991493777,0.0020828162437544545,0.0020828162437544545,0.0,0,9,"AMD,COMP,GLW,INTC,LUMN,MU,ONDS,SBSW,WDC"
2026-05-20 18:30:00,997.7819381272002,-0.007658375516597155,-0.007658375516597155,0.0,0,9,"AMD,COMP,GLW,INTC,LUMN,MU,ONDS,SBSW,WDC"
2026-05-20 19:30:00,1003.1451501057722,0.005375134359155357,0.005425134359155356,5e-05,1,8,"AMD,GLW,INTC,LUMN,MU,ONDS,SBSW,WDC"
2026-05-21 13:30:00,1005.9761819615919,0.0028221557523567115,0.0028221557523567115,0.0,0,8,"AMD,GLW,INTC,LUMN,MU,ONDS,SBSW,WDC"
2026-05-21 14:30:00,1010.8566340206445,0.00485145885813712,0.00485145885813712,0.0,0,8,"AMD,GLW,INTC,LUMN,MU,ONDS,SBSW,WDC"
2026-05-21 15:30:00,1018.6824602450472,0.00774177658930298,0.00779177658930298,5e-05,1,9,"AMD,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-21 16:30:00,1020.3535171488768,0.0016404100090499825,0.0016404100090499825,0.0,0,9,"AMD,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-21 17:30:00,1016.9746820652722,-0.003311435719892391,-0.003311435719892391,0.0,0,9,"AMD,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-21 18:30:00,1035.867708668775,0.01857767645221495,0.01857767645221495,0.0,0,9,"AMD,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-21 19:30:00,1035.085881127343,-0.0007547561671139199,-0.0007547561671139199,0.0,0,9,"AMD,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-22 13:30:00,1039.0341113625516,0.0038143986959886353,0.0038643986959886354,5e-05,1,10,"AMD,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-22 14:30:00,1041.621730538146,0.0024904083006486717,0.002540408300648672,5e-05,1,11,"AMD,FLNC,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-22 15:30:00,1048.8089085376807,0.006899988535974194,0.007299988535974194,0.0004,8,11,"AMD,FLNC,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-22 16:30:00,1045.2161742520757,-0.003425537537256647,-0.003425537537256647,0.0,0,11,"AMD,FLNC,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-22 17:30:00,1034.8450547609398,-0.009922463645912465,-0.009872463645912466,5e-05,1,10,"AMD,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-22 18:30:00,1076.264601979304,0.04002487814751417,0.04002487814751417,0.0,0,10,"AMD,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-22 19:30:00,1095.8025985693967,0.018153525215045985,0.018153525215045985,0.0,0,10,"AMD,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-26 13:30:00,1101.8812604706075,0.005547223477245511,0.005597223477245511,5e-05,1,11,"AMD,BE,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-26 14:30:00,1108.9230060452735,0.0063906573487407395,0.0063906573487407395,0.0,0,11,"AMD,BE,FSLY,GLW,INTC,LUMN,MU,ONDS,RKLB,SBSW,WDC"
2026-05-26 15:30:00,1107.958972023798,-0.0008693426110020385,-0.0008193426110020385,5e-05,1,10,"AMD,BE,FSLY,GLW,INTC,LUMN,MU,RKLB,SBSW,WDC"
2026-05-26 16:30:00,1111.9748599188285,0.00362458177282064,0.00377458177282064,0.00015000000000000001,3,9,"AMD,BE,DELL,GLW,INTC,MU,RKLB,SBSW,WDC"
2026-05-26 17:30:00,1109.718321208565,-0.0020293073086457866,-0.0020293073086457866,0.0,0,9,"AMD,BE,DELL,GLW,INTC,MU,RKLB,SBSW,WDC"
2026-05-26 18:30:00,1120.7724708358874,0.009961221164019068,0.010011221164019068,5e-05,1,10,"AMD,BE,DELL,FLNC,GLW,INTC,MU,RKLB,SBSW,WDC"
2026-05-26 19:30:00,1084.022481694358,-0.03278987492806701,-0.03278987492806701,0.0,0,10,"AMD,BE,DELL,FLNC,GLW,INTC,MU,RKLB,SBSW,WDC"
2026-05-27 13:30:00,1097.6224379897549,0.012545824948334694,0.012545824948334694,0.0,0,10,"AMD,BE,DELL,FLNC,GLW,INTC,MU,RKLB,SBSW,WDC"
2026-05-27 14:30:00,1106.3669669714889,0.007966791383883438,0.008016791383883438,5e-05,1,11,"AMD,BE,CRML,DELL,FLNC,GLW,INTC,MU,RKLB,SBSW,WDC"
2026-05-27 15:30:00,1107.300479126282,0.0008437635817602434,0.0008437635817602434,0.0,0,11,"AMD,BE,CRML,DELL,FLNC,GLW,INTC,MU,RKLB,SBSW,WDC"
2026-05-27 16:30:00,1109.4767779489018,0.00196540944725056,0.00201540944725056,5e-05,1,10,"AMD,BE,CRML,DELL,FLNC,GLW,INTC,MU,RKLB,SBSW"
2026-05-27 17:30:00,1105.3842313029484,-0.0036887177156778826,-0.0036387177156778825,5e-05,1,9,"AMD,BE,CRML,DELL,FLNC,INTC,MU,RKLB,SBSW"
2026-05-27 18:30:00,1108.935548454103,0.003212744537678663,0.003212744537678663,0.0,0,9,"AMD,BE,CRML,DELL,FLNC,INTC,MU,RKLB,SBSW"
2026-05-27 19:30:00,1098.581280148364,-0.009337123622895193,-0.009237123622895194,0.0001,2,7,"AMD,BE,DELL,FLNC,INTC,MU,SBSW"
2026-05-28 13:30:00,1126.66514438754,0.02556375640715766,0.02566375640715766,0.0001,2,7,"AMD,BE,FLNC,GLW,INTC,MU,SBSW"
2026-05-28 14:30:00,1123.4360367672482,-0.0028660757247861435,-0.0028660757247861435,0.0,0,7,"AMD,BE,FLNC,GLW,INTC,MU,SBSW"
2026-05-28 15:30:00,1126.3533727939457,0.0025967976201763054,0.0026467976201763055,5e-05,1,8,"AMD,BE,FLNC,GLW,INTC,LUMN,MU,SBSW"
2026-05-28 16:30:00,1126.1112583683885,-0.00021495423319663594,-0.00016495423319663594,5e-05,1,9,"AMD,BE,CRML,FLNC,GLW,INTC,LUMN,MU,SBSW"
2026-05-28 17:30:00,1116.0117715483427,-0.00896846270294702,-0.00896846270294702,0.0,0,9,"AMD,BE,CRML,FLNC,GLW,INTC,LUMN,MU,SBSW"
2026-05-28 18:30:00,1121.0973534526913,0.004556924966206153,0.004656924966206153,0.0001,2,9,"AMD,BE,CRML,GLW,INTC,LUMN,MU,SBSW,WDC"
2026-05-28 19:30:00,1097.3516234638632,-0.021180792119165612,-0.02113079211916561,5e-05,1,10,"AMD,BE,CRML,GLW,INTC,LUMN,MU,ON,SBSW,WDC"
2026-05-29 13:30:00,1105.280949555428,0.0072258753912764,0.0073258753912764,0.0001,2,12,"AMD,BE,CRML,GLW,INTC,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-05-29 14:30:00,1104.2293737055957,-0.0009514104538355106,-0.0009514104538355106,0.0,0,12,"AMD,BE,CRML,GLW,INTC,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-05-29 15:30:00,1101.1112325336494,-0.002823816542284483,-0.002823816542284483,0.0,0,12,"AMD,BE,CRML,GLW,INTC,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-05-29 16:30:00,1097.64490155631,-0.0031480298038221166,-0.0031480298038221166,0.0,0,12,"AMD,BE,CRML,GLW,INTC,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-05-29 17:30:00,1095.4415445458833,-0.002007349560229221,-0.001707349560229221,0.00030000000000000003,6,10,"BE,CRML,GLW,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-05-29 18:30:00,1095.5567757801582,0.00010519158676119966,0.00010519158676119966,0.0,0,10,"BE,CRML,GLW,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-05-29 19:30:00,1099.734354481623,0.0038132014641504533,0.0038632014641504534,5e-05,1,11,"BE,CRML,GLW,INTC,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-01 13:30:00,1111.0746436805653,0.01031184408555423,0.010361844085554229,5e-05,1,10,"BE,GLW,INTC,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-01 14:30:00,1106.9748534117177,-0.003689932348079261,-0.003689932348079261,0.0,0,10,"BE,GLW,INTC,LUMN,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-01 15:30:00,1125.962980654337,0.017153169454660593,0.017303169454660594,0.00015000000000000001,3,9,"BE,GLW,INTC,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-01 16:30:00,1123.8185336244117,-0.001904544880044866,-0.001904544880044866,0.0,0,9,"BE,GLW,INTC,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-01 17:30:00,1114.4336245137272,-0.008350911494952267,-0.008300911494952268,5e-05,1,10,"BE,EXK,GLW,INTC,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-01 18:30:00,1129.056964493081,0.013121768455016392,0.013121768455016392,0.0,0,10,"BE,EXK,GLW,INTC,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-01 19:30:00,1140.8880984786663,0.010478775081908342,0.010478775081908342,0.0,0,10,"BE,EXK,GLW,INTC,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-02 13:30:00,1158.8275462879503,0.015724108116480267,0.01577410811648027,5e-05,1,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,SBSW,UAMY,WDC"
2026-06-02 14:30:00,1155.9159257557283,-0.0025125572321341018,-0.002412557232134102,0.0001,2,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,S,SBSW,WDC"
2026-06-02 15:30:00,1156.2614619185003,0.0002989284558443585,0.0002989284558443585,0.0,0,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,S,SBSW,WDC"
2026-06-02 16:30:00,1155.6238942359487,-0.0005514044215344516,-0.0005514044215344516,0.0,0,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,S,SBSW,WDC"
2026-06-02 17:30:00,1153.2800831871696,-0.0020281780780664134,-0.0020281780780664134,0.0,0,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,S,SBSW,WDC"
2026-06-02 18:30:00,1152.7073332502378,-0.0004966269211457153,-0.0004966269211457153,0.0,0,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,S,SBSW,WDC"
2026-06-02 19:30:00,1151.6489358179801,-0.0009181840018951292,-0.0009181840018951292,0.0,0,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,S,SBSW,WDC"
2026-06-03 13:30:00,1135.9230615320728,-0.013655093837027616,-0.013655093837027616,0.0,0,11,"BE,CRML,EXK,GLW,INTC,MU,ON,RKLB,S,SBSW,WDC"
2026-06-03 14:30:00,1125.3697808852614,-0.009290488946124206,-0.009240488946124207,5e-05,1,12,"BE,CRML,EXK,GLW,INTC,MU,ON,QS,RKLB,S,SBSW,WDC"
2026-06-03 15:30:00,1125.381566872596,1.0472990776039367e-05,0.00016047299077603938,0.00015000000000000001,3,13,"BE,CRML,EXK,FLNC,INTC,MU,ON,QS,RKLB,S,SBSW,UAMY,WDC"
2026-06-03 16:30:00,1133.1907799167986,0.006939169144119047,0.006939169144119047,0.0,0,13,"BE,CRML,EXK,FLNC,INTC,MU,ON,QS,RKLB,S,SBSW,UAMY,WDC"
2026-06-03 17:30:00,1131.2860625069118,-0.0016808444294143308,-0.0016808444294143308,0.0,0,13,"BE,CRML,EXK,FLNC,INTC,MU,ON,QS,RKLB,S,SBSW,UAMY,WDC"
2026-06-03 18:30:00,1101.8806856369429,-0.02599287469767551,-0.02599287469767551,0.0,0,13,"BE,CRML,EXK,FLNC,INTC,MU,ON,QS,RKLB,S,SBSW,UAMY,WDC"
2026-06-03 19:30:00,1120.7776167844345,0.017149707217681456,0.017149707217681456,0.0,0,13,"BE,CRML,EXK,FLNC,INTC,MU,ON,QS,RKLB,S,SBSW,UAMY,WDC"
2026-06-04 13:30:00,1121.7325392761186,0.0008520178110119645,0.0010020178110119644,0.00015000000000000001,3,12,"BE,CRML,EXK,INTC,MU,ON,QS,RKLB,S,SBSW,UAMY,WDC"
2026-06-04 14:30:00,1126.54025326844,0.004285971765982752,0.004335971765982751,5e-05,1,11,"BE,CRML,EXK,INTC,MU,QS,RKLB,S,SBSW,UAMY,WDC"
2026-06-04 15:30:00,1130.325814113199,0.0033603422814017236,0.0034103422814017238,5e-05,1,10,"BE,CRML,EXK,INTC,MU,QS,S,SBSW,UAMY,WDC"
2026-06-04 16:30:00,1132.7756047457106,0.002167331402966799,0.002167331402966799,0.0,0,10,"BE,CRML,EXK,INTC,MU,QS,S,SBSW,UAMY,WDC"
