ticker,days_held,total_pnl,total_contribution_return,mean_position_return,median_position_return,hit_rate,best_day_return,worst_day_return
MU,115,34.356543238280274,0.033763476032360386,0.003033766206923635,0.0018885779244595113,0.5652173913043478,0.08013688011001174,-0.07823899605277795
AMD,60,21.71706690497937,0.021514880396348295,0.0032639194419172143,0.0031151303817235076,0.5833333333333334,0.05623682714306155,-0.04122524069553457
WDC,72,17.656999278768367,0.01688809288093508,0.0021947936982025765,0.0012661141477940951,0.5416666666666666,0.04995545542285118,-0.06153060174364944
EOSE,9,13.608726678091859,0.013955977177484502,0.012103320177106802,0.012083970410455391,0.6666666666666666,0.05905719640259943,-0.023113562819916056
FSLY,22,13.204184065122844,0.012881630601411283,0.005948497308876583,0.003557162601916408,0.6363636363636364,0.041871015454431726,-0.021245825342037006
GLW,60,11.015208810414794,0.010913782546018758,0.0017243400899283592,0.001490256720681149,0.5333333333333333,0.05697080243688002,-0.04856453605891131
TTD,8,10.558228888938508,0.01056733691789579,0.010685891391396793,0.003112552497811061,0.75,0.06843402081039662,-0.005187826468378565
AEO,4,7.924659637755634,0.0077892927084801,0.012206403933477966,0.00758675991941804,0.75,0.05416992462461789,-0.02051782872954211
ONDS,24,7.245066622473219,0.006775758435639326,0.0030368254757569776,0.0034278302630148527,0.625,0.05771006450034877,-0.02742256155604872
ON,30,6.901329623155604,0.006119770426649175,0.001859660304277666,-0.00042837604480705505,0.4666666666666667,0.038364743699572657,-0.04301380664243015
OWL,30,6.537001028199435,0.006960793734337541,0.0016963036595923834,-0.0003660769816142828,0.5,0.03138878557569402,-0.02161938024279031
DELL,11,6.236370150330214,0.0056450547055694085,0.00456927215525676,0.0037689346363969367,0.7272727272727273,0.02598406354036875,-0.004067404391145835
COMP,6,6.230774200617704,0.006271883059120877,0.009407824588681316,0.007673711088191704,0.8333333333333334,0.031208061141273058,-0.005007475236923353
INTC,90,3.7640291781034856,0.005351417317699282,0.0005396601278296319,0.0003175869822276134,0.5222222222222223,0.08579025343471858,-0.05486763616594115
OSCR,11,2.12763943622814,0.0020457979207207126,0.001890256528988433,-0.0008085900089862541,0.45454545454545453,0.020001198596286907,-0.010075861119939744
CPNG,1,1.6716949660369316,0.0017446563007953164,0.013957250406362531,0.013957250406362531,1.0,0.013957250406362531,0.013957250406362531
RKLB,55,1.0299483992796845,0.0021550493944764515,0.00027986999514732845,-0.00133712147426146,0.4909090909090909,0.0536318595904568,-0.07440792097349203
SMCI,1,0.9460368883540118,0.0009636108539816421,0.008672497685834779,0.008672497685834779,1.0,0.008672497685834779,0.008672497685834779
NOW,10,0.9097441064711458,0.0008405878462093718,0.0010751804338317683,0.00027207046403859847,0.5,0.031849965639612066,-0.032598202742063376
PATH,15,-0.63335142099712,-0.0006374503858100091,-0.0005932863155054368,0.0022593365772300977,0.5333333333333333,0.011849096794123382,-0.0326710119550393
RDW,3,-1.2799081980377018,-0.0013166806279927429,-0.004084174917636352,-0.00402399100974371,0.3333333333333333,0.007085803217908193,-0.015314336961073538
INFY,16,-1.315658337201627,-0.0014018005781824077,-0.0005489020969343603,-0.0013691613020805904,0.3125,0.018880010625801136,-0.00992805257209406
SATS,13,-2.833778273449586,-0.0026370866748170485,-0.0017862386971412036,-0.003817098087493087,0.46153846153846156,0.0322538582967542,-0.04660105729993114
UAMY,68,-2.961067787317035,-0.0027151101231725726,0.0004059046389793737,-0.0019814887111158086,0.4264705882352941,0.061204717418618326,-0.05759425005563046
LUMN,82,-4.092191264397757,-0.0038497361769473516,4.8877397691434004e-05,-0.0006891685850790585,0.47560975609756095,0.037883875237352704,-0.03856903054242
S,40,-5.944353139454462,-0.005318847814414806,-0.0014482576167476613,-0.002026854199256578,0.425,0.028681361544310446,-0.02524905060695881
FLNC,37,-6.222407572691773,-0.006717095472426113,0.0006083326120106086,-0.0024591108422215013,0.4594594594594595,0.09055705526309188,-0.0818860683325211
QS,21,-12.22183125223732,-0.011073258527394294,-0.0049274462464306374,-0.003351776624790248,0.42857142857142855,0.04403920534421579,-0.08662984046516253
SBSW,138,-17.730037649306713,-0.015811186547586405,-0.0009443374702606787,-0.0008766587528082348,0.4420289855072464,0.10627236651331406,-0.042715774659156325
CRML,78,-19.85865710746819,-0.016553945216696928,-0.0019082758730682551,-0.0016115423138565177,0.4230769230769231,0.07974674989079888,-0.050614286066762326
BE,74,-25.054569553650506,-0.0233937475131895,-0.002702698442323894,-0.0031652204549911245,0.43243243243243246,0.05553081675441618,-0.05951829384987051
EXK,54,-27.623957783947823,-0.025125885229187527,-0.003998915042752777,-0.0015257169710785057,0.37037037037037035,0.027108091684907798,-0.07946601690227006
