Date,equity,daily_return,gross_return,turnover_cost,turnover,holdings,gross_exposure,regime_exposure,held_tickers,benchmark_return,benchmark_equity
2026-06-17,983.3731041289319,-0.0030993674544457467,-0.0030993674544457467,0.0,0,14,0.4078144094278166,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",-8.02363830777475e-05,990.2199569932719
2026-06-18,980.7194990885079,-0.002698472257663159,-0.002698472257663159,0.0,0,14,0.40715502313111035,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",-0.018576988660783278,971.8246520805266
2026-06-22,976.932678010051,-0.0038612682647551346,-0.0038612682647551346,0.0,0,14,0.4085252140853133,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.0018533208270359314,973.6257549484544
2026-06-23,974.5816722599039,-0.002406517668070889,-0.002406517668070889,0.0,0,14,0.4068187630815075,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.005087245564039833,978.5788282513508
2026-06-24,974.742947716764,0.00016548172559637472,0.00016548172559637472,0.0,0,14,0.4094699698351399,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",-0.013479261749728466,965.3883080826082
2026-06-25,978.1240290898191,0.0034686902644178097,0.0034686902644178097,0.0,0,14,0.408750345082184,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.010398541687232976,975.4269386485726
2026-06-26,977.0395067728506,-0.0011087779102796921,-0.0011087779102796921,0.0,0,14,0.410808016702541,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.006462667564298474,981.7307986863196
2026-06-29,970.9745884017182,-0.006207444355208006,-0.006207444355208006,0.0,0,14,0.4120101092622507,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.005004818738449712,986.6441833836981
2026-06-30,971.8688890733574,0.0009210340644561312,0.0009210340644561312,0.0,0,14,0.41222478947212443,1.0,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.0032215092806207046,989.8226667771391
2026-07-01,973.1909436010889,0.0013603218938225063,0.0013603218938225063,0.0,0,14,0.2061410151998277,0.5,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.0017928362008858834,991.5972566865946
2026-07-02,974.4975970260522,0.0013426485660955982,0.0013426485660955982,0.0,0,14,0.2054626220094998,0.5,"AEO,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.001976628052532181,993.5572756409753
2026-07-06,974.8086995818531,0.00031924404611193767,0.000352577379445271,3.3333333333333335e-05,1,15,0.21658981876292377,0.5,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",-0.009410570011855302,984.2073353377677
2026-07-07,978.7891699727686,0.004083334907272421,0.004083334907272421,0.0,0,15,0.4334835438536478,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.005638089499999666,989.7563843809583
2026-07-08,979.605579594235,0.0008341016089186581,0.0008341016089186581,0.0,0,15,0.4336342381674202,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.006288903941351398,995.9808672076693
2026-07-09,976.8357103608677,-0.002827535174426696,-0.002827535174426696,0.0,0,15,0.43256004550480687,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.000558450790470344,996.5370735102548
2026-07-10,980.328650098629,0.0035757699075836167,0.0035757699075836167,0.0,0,15,0.42657929349572715,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",-0.0020731691885804704,994.4710835541752
2026-07-13,977.9468759347699,-0.002429567026955244,-0.002429567026955244,0.0,0,15,0.4240030325380826,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",0.004434642245992437,998.8812070337223
2026-07-14,976.1316054931517,-0.0018562055734193202,-0.0018562055734193202,0.0,0,15,0.4212817925912529,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",-0.00196221426589982,996.9211880793415
2026-07-15,971.1945552052078,-0.005057771165446125,-0.005057771165446125,0.0,0,15,0.42024075856830145,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,WFRD,WLK,ZIM",-0.014187779022834301,982.7770905596904
2026-07-16,974.4707306278216,0.003373346159175536,0.0034066794925088693,3.3333333333333335e-05,1,16,0.45312929623718184,1.0,"AEO,AGX,BBIO,CHRD,EGO,GMED,LBRT,MRNA,NE,OVV,PR,PSLV,UTHR,WFRD,WLK,ZIM",0.006710840278760788,989.3723506440616
2026-07-17,976.2519867806711,0.0018279216572280464,0.0018945883238947131,6.666666666666667e-05,2,14,0.3894834796301158,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,OVV,PSLV,UTHR,WFRD,WLK,ZIM",-0.0010307331857768443,988.3525717291627
2026-07-20,986.1389930822818,0.010127514653480435,0.010127514653480435,0.0,0,14,0.3886588813083814,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,OVV,PSLV,UTHR,WFRD,WLK,ZIM",0.00044221026619717385,988.7896313830037
2026-07-21,985.8946203666845,-0.0002478075781522365,-0.0002478075781522365,0.0,0,14,0.38710344051721746,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,OVV,PSLV,UTHR,WFRD,WLK,ZIM",-0.00971042839384717,979.1880604708805
2026-07-22,980.6715459696534,-0.005297801904110767,-0.005297801904110767,0.0,0,14,0.38338153034744715,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,OVV,PSLV,UTHR,WFRD,WLK,ZIM",-0.0011631326091697813,978.0491349072371
2026-07-23,975.1986844286487,-0.005580728393208698,-0.005547395059875365,3.3333333333333335e-05,1,13,0.34891580033566716,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,PSLV,UTHR,WFRD,WLK,ZIM",0.008666048251583458,986.5249559027627
2026-07-24,971.1463397521147,-0.004155404166596174,-0.004155404166596174,0.0,0,13,0.3458019416679269,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,PSLV,UTHR,WFRD,WLK,ZIM",-0.007678740934262129,978.949686341201
2026-07-27,973.2496804143337,0.0021658328679444146,0.0021658328679444146,0.0,0,13,0.343540568987497,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,PSLV,UTHR,WFRD,WLK,ZIM",0.0010551661401569934,979.9826409031455
2026-07-28,972.0799370615938,-0.0012018944123792885,-0.0012018944123792885,0.0,0,13,0.3462312268413701,1.0,"AEO,AGX,BBIO,EGO,GMED,LBRT,MRNA,NE,PSLV,UTHR,WFRD,WLK,ZIM",-0.005297489175718151,974.7911934705694
2026-07-29,972.8982363830954,0.0008418025002914458,0.0010418025002914457,0.0002,6,7,0.08831619609151271,0.5,"AEO,AGX,BBIO,EGO,MRNA,UTHR,WLK",0.011724753788379783,986.2203802090927
2026-07-30,970.1309345804201,-0.0028443897821865305,-0.0028110564488531974,3.3333333333333335e-05,1,6,0.1464365595194677,1.0,"AEO,AGX,BBIO,EGO,MRNA,UTHR",0.006392020481873484,992.5243210790303
2026-07-31,973.0791891162264,0.00303902744538453,0.00313902744538453,0.0001,3,5,0.13045475897719486,1.0,"AGX,BBIO,MRNA,UTHR,ZIM",0.014931151799948195,1007.3438523822018
2026-08-03,976.3549605935608,0.0033663976313269665,0.0034663976313269664,0.0001,3,8,0.22239703969582508,1.0,"AEO,AGX,BBIO,MRNA,SLAB,TRP,UTHR,ZIM",0.02000969013241849,1027.5004907251664
2026-08-04,974.3659377087823,-0.002037192378855026,-0.001903859045521693,0.00013333333333333334,4,12,0.343260333419039,1.0,"AEO,AGX,BBIO,EXPE,FTI,ICLR,MRNA,SLAB,TEVA,TRP,UTHR,ZIM",-0.007269386854103943,1020.0311921653035
2026-08-05,974.6318984737745,0.00027295778177294623,0.0004062911151062796,0.00013333333333333334,4,16,0.4615218130411568,1.0,"AEO,AGX,BBIO,DAR,EXPE,FRO,FTI,HUM,ICLR,MRNA,SLAB,TEVA,TRP,UTHR,VRNS,ZIM",0.0010516580354527072,1021.1039161649567
2026-08-06,978.9843682175695,0.004465757534317032,0.0044990908676503655,3.3333333333333335e-05,1,17,0.49603169148460224,1.0,"AEO,AGX,BBIO,DAR,EXPE,FRO,FTI,HAL,HUM,ICLR,MRNA,SLAB,TEVA,TRP,UTHR,VRNS,ZIM",0.002049176434676836,1023.1963382473182
2026-08-07,981.5987275862966,0.002670481218701335,0.002770481218701335,0.0001,3,20,0.590364795023813,1.0,"AEO,AGX,BBIO,DAR,DVA,EXPE,FRO,FTI,HAL,HUM,ICLR,MRNA,SBUX,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,ZIM",0.0024981281024165636,1025.7524137741837
2026-08-10,975.156207273309,-0.006563293260199663,-0.006396626593532996,0.00016666666666666666,5,23,0.6843822696705967,1.0,"AEO,AGX,BBIO,CYTK,DAR,DVA,EXEL,EXPE,FRO,FTI,GMED,HAL,HUM,ICLR,MRNA,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,ZIM",0.00023238953813664587,1025.9907879038633
2026-08-11,981.8935788134418,0.006909017744932986,0.006942351078266319,3.3333333333333335e-05,1,24,0.7245158910363526,1.0,"AEO,AGX,BBIO,CYTK,CZR,DAR,DVA,EXEL,EXPE,FRO,FTI,GMED,HAL,HUM,ICLR,MRNA,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,ZIM",0.00020649422363727687,1026.2026490750704
2026-08-12,982.219560266785,0.0003319926521337185,0.00043199265213371847,0.0001,3,23,0.7093015709795268,1.0,"AEO,AGX,CYTK,CZR,DAR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,HAL,HUM,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,ZIM",0.004736256318198517,1031.0630078555043
2026-08-13,989.9745544799973,0.007895377496968165,0.007928710830301498,3.3333333333333335e-05,1,24,0.7423259949035871,1.0,"AEO,AGX,BNTX,CYTK,CZR,DAR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,HAL,HUM,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,ZIM",-0.0030312962958461975,1027.937550379008
2026-08-14,993.4411519254845,0.0035017035839956683,0.003568370250662335,6.666666666666667e-05,2,26,0.8088810410906632,1.0,"AEO,AGX,BNTX,CYTK,CZR,DAR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,HAL,HUM,ICLR,NE,SLAB,TEVA,TRP,UNH,UTHR,VRNS,VTRS,XEL,ZIM",-0.00963691481271467,1018.0314037732147
2026-08-17,1004.1428812890035,0.010772383792212438,0.010772383792212438,0.0,0,26,0.8084217389721935,1.0,"AEO,AGX,BNTX,CYTK,CZR,DAR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,HAL,HUM,ICLR,NE,SLAB,TEVA,TRP,UNH,UTHR,VRNS,VTRS,XEL,ZIM",0.002159455077625383,1020.2297968572749
2026-08-18,998.8160998363212,-0.005304804278295889,-0.005304804278295889,0.0,0,26,0.804435747343687,1.0,"AEO,AGX,BNTX,CYTK,CZR,DAR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,HAL,HUM,ICLR,NE,SLAB,TEVA,TRP,UNH,UTHR,VRNS,VTRS,XEL,ZIM",-0.005711567919637339,1014.4026850788867
2026-08-19,998.3507837468816,-0.0004658676302033362,-0.00033253429687000286,0.00013333333333333334,4,22,0.6720872221334198,1.0,"AEO,AGX,CYTK,CZR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,HAL,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,XEL,ZIM",0.00011745498163318047,1014.5218317276315
2026-08-20,995.4752040003611,-0.002880330033626243,-0.0028469967002929097,3.3333333333333335e-05,1,21,0.6414051449895881,1.0,"AEO,AGX,CYTK,CZR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,XEL,ZIM",-0.0016578010786901798,1012.8399563406388
2026-08-21,997.8343714608038,0.0023698907325488926,0.0024032240658822257,3.3333333333333335e-05,1,22,0.6744595504129572,1.0,"AEO,AGX,CAH,CYTK,CZR,DVA,ELV,EXEL,EXPE,FRO,FTI,GMED,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,XEL,ZIM",0.0018043670006981927,1014.6674913348484
2026-08-24,995.7484676259998,-0.0020904309316889537,-0.0020570975983556206,3.3333333333333335e-05,1,21,0.6423809925259321,1.0,"AEO,AGX,CAH,CYTK,CZR,DVA,ELV,EXEL,FRO,FTI,GMED,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,XEL,ZIM",-0.0018664413776566802,1012.773673944458
2026-08-25,998.9971742607648,0.0032625775890073954,0.0032625775890073954,0.0,0,21,0.6407885947511095,1.0,"AEO,AGX,CAH,CYTK,CZR,DVA,ELV,EXEL,FRO,FTI,GMED,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,XEL,ZIM",0.004929870186257235,1017.7665166850629
2026-08-26,1001.6173416931739,0.002622797641392723,0.002622797641392723,0.0,0,21,0.6412576375778581,1.0,"AEO,AGX,CAH,CYTK,CZR,DVA,ELV,EXEL,FRO,FTI,GMED,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,XEL,ZIM",0.004242042635816512,1022.0839256421475
2026-08-27,991.9907852372925,-0.009611012165193115,-0.009611012165193115,0.0,0,21,0.6410332647947983,1.0,"AEO,AGX,CAH,CYTK,CZR,DVA,ELV,EXEL,FRO,FTI,GMED,ICLR,NE,SLAB,TEVA,TRP,UTHR,VRNS,VTRS,XEL,ZIM",-0.00574011690127163,1016.217044426051
