Date,ticker,action,pred,score,rolling_vol,rolling_beta,target_weight,opposite_signal,weak_long,weak_short,too_old
2026-06-01,ZIM,BUY,0.6428465996689343,0.9875,0.3353074922222452,0.9764673429686253,0.03333333333333333,,,,
2026-06-01,LBRT,BUY,0.6345769755391133,0.986842105263158,0.4744255321531502,1.1284841890809987,0.02665076734268213,,,,
2026-06-01,WFRD,BUY,0.6267616058774063,0.9842105263157894,0.414418378332655,1.1183006582087582,0.030509758108972048,,,,
2026-06-01,CHRD,BUY,0.6193712905473654,0.9815789473684211,0.44627187793274425,-0.2713469290312272,0.02833206640178941,,,,
2026-06-01,GMED,BUY,0.6029035549662032,0.9789473684210526,0.34664203435704266,1.1512064259025814,0.03333333333333333,,,,
2026-06-01,PSLV,BUY,0.5929965979169958,0.9763157894736842,0.5666846971755783,1.463427040445086,0.02231188620737412,,,,
2026-06-01,NE,BUY,0.6156882090922341,0.9723684210526315,0.3714613014638485,0.7831862582835843,0.03333333333333333,,,,
2026-06-01,SM,BUY,0.613243603884082,0.969078947368421,0.5546730715287969,-0.26540665586973816,0.022795057355124083,,,,
2026-06-02,OVV,BUY,0.654141173616017,0.9743421052631579,0.3650610516359093,-0.1445322352002065,0.03333333333333333,,,,
2026-06-02,WLK,BUY,0.6513564397606687,0.9631578947368421,0.4233878074439311,0.9397677852765274,0.030175119156640364,,,,
2026-06-03,EGO,BUY,0.6808088399911512,0.9743421052631579,0.5614050028119023,1.2394477228502723,0.022808087491123327,,,,
2026-06-03,AEO,BUY,0.6209040405606568,0.957236842105263,0.5688851709439585,1.9474962799774314,0.022508188077466337,,,,
2026-06-04,PR,BUY,0.6566141480792385,0.9703947368421053,0.34456738599439996,-0.12519539657805678,0.03333333333333333,,,,
2026-06-10,SM,EXIT,,,,,,False,True,False,False
2026-06-15,MRNA,BUY,0.6035949700995444,0.9802371541501976,0.5667436012647777,1.8323421475988453,0.02250410636877183,,,,
2026-06-15,BBIO,BUY,0.6001584002493996,0.9703557312252964,0.38864081842162485,1.17821914145797,0.03281708374967158,,,,
2026-07-06,AGX,BUY,0.6994856343588478,0.9755291005291005,0.5705075490707238,1.6710640113446864,0.011504389107730988,,,,
2026-07-16,UTHR,BUY,0.6115236214464376,0.96684350132626,0.22581608034617795,0.05982811231997185,0.03333333333333333,,,,
2026-07-17,CHRD,EXIT,,,,,,False,True,False,False
2026-07-17,PR,EXIT,,,,,,False,True,False,False
2026-07-23,OVV,EXIT,,,,,,False,True,False,False
2026-07-29,ZIM,EXIT,,,,,,False,False,False,True
2026-07-29,LBRT,EXIT,,,,,,False,False,False,True
2026-07-29,WFRD,EXIT,,,,,,False,False,False,True
2026-07-29,GMED,EXIT,,,,,,False,False,False,True
2026-07-29,PSLV,EXIT,,,,,,False,False,False,True
2026-07-29,NE,EXIT,,,,,,False,False,False,True
2026-07-30,WLK,EXIT,,,,,,False,False,False,True
2026-07-31,EGO,EXIT,,,,,,False,False,False,True
2026-07-31,AEO,EXIT,,,,,,False,False,False,True
2026-07-31,ZIM,BUY,0.546982129937089,0.9791946308724833,0.4098971301637721,0.8492722902691608,0.03279377138577686,,,,
2026-08-03,AEO,BUY,0.4380400684940138,0.9824797843665768,0.524184396648744,1.7044537801563322,0.025615435100008462,,,,
2026-08-03,TRP,BUY,0.32450236684572764,0.9710242587601079,0.1938616195712707,0.007681463777199073,0.03333333333333333,,,,
2026-08-03,SLAB,BUY,0.33334959414942517,0.9642857142857143,0.048804483274182346,0.7718428576134335,0.03333333333333333,,,,
2026-08-04,ICLR,BUY,0.4405068843480843,0.997983870967742,0.5745413245650323,1.3115395983341855,0.023488912507516783,,,,
2026-08-04,TEVA,BUY,0.32000409404224944,0.9858870967741935,0.3864333901715609,0.6492791658723784,0.03333333333333333,,,,
2026-08-04,FTI,BUY,0.3458342792609975,0.980510752688172,0.36274794953758516,0.40728149419199094,0.03333333333333333,,,,
2026-08-04,EXPE,BUY,0.3069073137761069,0.9717741935483871,0.44691079700517133,1.0964828355742688,0.030196967706073767,,,,
2026-08-05,HUM,BUY,0.26944286075990154,0.978494623655914,0.4544562265678558,0.5017313281173809,0.02987291252222431,,,,
2026-08-05,DAR,BUY,0.2813213386381445,0.9711021505376345,0.2906206907756125,0.40065861483597953,0.03333333333333333,,,,
2026-08-05,VRNS,BUY,0.2514360284996732,0.9690860215053764,0.5116731629642682,0.9333924003368491,0.02653242750272943,,,,
2026-08-05,FRO,BUY,0.24910328272268523,0.965725806451613,0.47373402755769745,0.44389884590805934,0.02865728512564628,,,,
2026-08-06,HAL,BUY,0.27836271534983753,0.9718498659517426,0.33478499296364134,0.2929058490296651,0.03333333333333333,,,,
2026-08-07,VTRS,BUY,0.262579621218462,0.9798115746971736,0.36982964232660265,0.6862181161237846,0.03333333333333333,,,,
2026-08-07,DVA,BUY,0.26909237053431345,0.977792732166891,0.43441190132136087,-0.01628065237344115,0.030824100776039684,,,,
2026-08-07,SBUX,BUY,0.24126895187696396,0.9697173620457604,0.22477184478994316,0.5505318969492424,0.03333333333333333,,,,
2026-08-10,SBUX,EXIT,,,,,,False,True,False,False
2026-08-10,EXEL,BUY,0.26613766955797524,0.9797843665768193,0.3640770119856537,0.6169902287412699,0.03333333333333333,,,,
2026-08-10,CYTK,BUY,0.2484345073494684,0.97911051212938,0.38187616035907446,0.730063167320623,0.03333333333333333,,,,
2026-08-10,NE,BUY,0.27661622085262394,0.9784366576819407,0.4332798048530241,0.4650483454266158,0.030891544710397525,,,,
2026-08-10,GMED,BUY,0.24335076683240084,0.9683288409703504,0.4373810511180803,0.8475454291904364,0.030601880052906153,,,,
2026-08-11,CZR,BUY,0.3177683968775858,0.9839142091152815,0.24048231099858045,0.7787283257177002,0.03333333333333333,,,,
2026-08-12,MRNA,EXIT,,,,,,False,False,False,True
2026-08-12,BBIO,EXIT,,,,,,False,False,False,True
2026-08-12,ELV,BUY,0.299414923185496,0.9832439678284182,0.37292175240254144,0.29698500739226685,0.03333333333333333,,,,
2026-08-13,BNTX,BUY,0.2564704722644629,0.9611260053619303,0.28123843222992506,0.854358214548729,0.03333333333333333,,,,
2026-08-14,XEL,BUY,0.3085784253176109,0.9892761394101877,0.20556291566388823,-0.006922932937437076,0.03333333333333333,,,,
2026-08-14,UNH,BUY,0.28920021882711366,0.9886058981233243,0.2558299855857964,0.41840053522400483,0.03333333333333333,,,,
2026-08-19,HUM,EXIT,,,,,,False,True,False,False
2026-08-19,DAR,EXIT,,,,,,False,True,False,False
2026-08-19,BNTX,EXIT,,,,,,False,True,False,False
2026-08-19,UNH,EXIT,,,,,,False,True,False,False
2026-08-20,HAL,EXIT,,,,,,False,True,False,False
2026-08-21,CAH,BUY,0.30502753037975056,0.9624161073825503,0.2328596088036615,-0.09979164075764159,0.03333333333333333,,,,
2026-08-24,EXPE,EXIT,,,,,,False,True,False,False
