signal_date,exec_entry_date,exec_exit_date,ticker,side,entry_price,exit_price,position_return,holding_age,score,weight,contribution_return,contribution_pnl
2025-11-10,2025-11-11,2025-11-12,SATS,1,72.97364972076417,71.58641683807373,-0.01901005209412887,0,0.9982456140350877,0.2,-0.003802010418825774,-3.802010418825774
2025-11-10,2025-11-11,2025-11-12,EXK,1,7.9003950953722,7.899605095362664,-9.999500024993058e-05,0,0.9859649122807017,0.2,-1.9999000049986117e-05,-0.01999900004998612
2025-11-10,2025-11-11,2025-11-12,FLNC,1,21.031052186679844,20.798959237098693,-0.011035726958451897,0,0.9789473684210527,0.2,-0.0022071453916903796,-2.2071453916903794
2025-11-10,2025-11-11,2025-11-12,UEC,1,12.630631614446642,12.599370381450655,-0.002475033232719026,0,0.975438596491228,0.2,-0.0004950066465438052,-0.4950066465438052
2025-11-10,2025-11-11,2025-11-12,SBSW,1,10.942981666154454,11.262564635096362,0.029204377626835143,0,0.9710526315789474,0.2,0.005840875525367029,5.8408755253670295
2025-11-11,2025-11-12,2025-11-13,SATS,1,71.59357583770753,68.7165652206421,-0.04018531807361059,1,0.9929824561403509,0.14285714285714285,-0.005740759724801512,-5.735401954512838
2025-11-11,2025-11-12,2025-11-13,EXK,1,7.9003950953722,8.179591305160523,0.03533952497538584,1,0.9771929824561403,0.14285714285714285,0.0050485035679122625,5.043791870555976
2025-11-11,2025-11-12,2025-11-13,FLNC,1,20.8010392370224,18.92905380516052,-0.08999480316974051,1,0.9921052631578947,0.14285714285714285,-0.012856400452820072,-12.8444017551446
2025-11-11,2025-11-12,2025-11-13,UEC,1,12.600630381488804,12.139393343305589,-0.036604282819120204,1,0.975438596491228,0.14285714285714285,-0.005229183259874315,-5.224302936703369
2025-11-11,2025-11-12,2025-11-13,SBSW,1,11.263690947875512,11.437479828618569,0.01542912368133087,1,0.9710526315789474,0.14285714285714285,0.00220416052590441,2.2021034138942803
2025-11-11,2025-11-12,2025-11-13,UUUU,1,15.900794618511199,15.779210732984543,-0.00764640311655318,0,0.9894736842105263,0.14285714285714285,-0.00109234330236474,-1.0913238337280093
2025-11-11,2025-11-12,2025-11-13,OSCR,1,14.9007446185112,14.799260190725327,-0.006810695061493566,0,0.9815789473684211,0.14285714285714285,-0.0009729564373562236,-0.9720483908010403
2025-11-12,2025-11-13,2025-11-14,SATS,1,68.72343722076417,69.33652933807373,0.008921150368834008,2,0.9964757709251102,0.14285714285714285,0.0012744500526905725,1.2494010221401288
2025-11-12,2025-11-13,2025-11-14,EXK,1,8.180409305191041,7.499625,-0.08322130101228997,2,0.9894273127753304,0.14285714285714285,-0.011888757287469996,-11.655086423812422
2025-11-12,2025-11-13,2025-11-14,FLNC,1,18.93094680519104,15.29423532629013,-0.1921040461591541,2,0.9973568281938325,0.14285714285714285,-0.027443435165593444,-26.904040589540198
2025-11-12,2025-11-13,2025-11-14,UEC,1,12.140607343339921,11.179441305160521,-0.07916951854197596,2,0.9779735682819384,0.14285714285714285,-0.011309931220282279,-11.087637053427981
2025-11-12,2025-11-13,2025-11-14,SBSW,1,11.438623633791691,10.708668773003632,-0.06381492075949113,2,0.9710526315789474,0.14285714285714285,-0.009116417251355875,-8.937236110629565
2025-11-12,2025-11-13,2025-11-14,UUUU,1,15.780788732957841,14.499275,-0.08120720419261596,1,0.9894736842105263,0.14285714285714285,-0.011601029170373707,-11.373013538461114
2025-11-12,2025-11-13,2025-11-14,RUN,1,19.22096031332016,17.979100542259218,-0.06460966313948058,0,0.9903083700440529,0.14285714285714285,-0.009229951877068654,-9.048539238684189
2025-11-13,2025-11-14,2025-11-17,SATS,1,69.34346333770753,67.496625,-0.026633200143369007,3,0.9964912280701754,0.1111111111111111,-0.002959244460374334,-2.6706916028320875
2025-11-13,2025-11-14,2025-11-17,EXK,1,7.500375000000001,7.6996148092746735,0.026563979704304463,3,0.9807017543859649,0.1111111111111111,0.0029515533004782738,2.6637503999590244
2025-11-13,2025-11-14,2025-11-17,FLNC,1,15.29576482629776,17.449128262901308,0.1407816778734272,3,0.9973684210526316,0.1111111111111111,0.015642408652603024,14.11713361162814
2025-11-13,2025-11-14,2025-11-17,UEC,1,11.18055930519104,10.149492118549345,-0.09221964290847051,3,0.9779735682819384,0.1111111111111111,-0.010246626989830056,-9.247489021447763
2025-11-13,2025-11-14,2025-11-17,SBSW,1,10.709739693426954,10.951605885260582,0.022583760087285132,3,0.9710526315789474,0.1111111111111111,0.0025093066763650146,2.2646267853960307
2025-11-13,2025-11-14,2025-11-17,UUUU,1,14.500725000000001,15.139243343305587,0.04403354613687149,2,0.9894736842105263,0.1111111111111111,0.004892616237430166,4.415542303501272
2025-11-13,2025-11-14,2025-11-17,RUN,1,17.980898542213442,18.619069839191436,0.03549162437459796,1,0.9903508771929824,0.1111111111111111,0.003943513819399774,3.558985877696302
2025-11-13,2025-11-14,2025-11-17,EOSE,1,14.230711042213441,13.509324728870391,-0.05069221848459693,0,0.9719298245614036,0.1111111111111111,-0.00563246872051077,-5.083252538446814
2025-11-13,2025-11-14,2025-11-17,NVTS,1,7.500375000000001,7.949602309274674,0.05989397987096279,0,0.9719298245614035,0.1111111111111111,0.006654886652329198,6.005975558344609
2025-11-14,2025-11-17,2025-11-18,SATS,1,67.503375,67.38662988967896,-0.0017294707164056122,4,0.9859649122807017,0.125,-0.00021618383955070153,-0.19854872274645122
2025-11-14,2025-11-17,2025-11-18,EXK,1,7.700384809255601,7.559621942782402,-0.01827997820368743,4,0.9885964912280701,0.125,-0.002284997275460929,-2.0985994673088695
2025-11-14,2025-11-17,2025-11-18,FLNC,1,17.450873262977602,16.75916222887039,-0.03963761719447534,4,0.9947368421052631,0.125,-0.004954702149309417,-4.55052415286464
2025-11-14,2025-11-17,2025-11-18,UEC,1,10.1505071185112,11.029448232984542,0.08659085740361094,4,0.9779735682819384,0.125,0.010823857175451368,9.940905027139465
2025-11-14,2025-11-17,2025-11-18,SBSW,1,10.952701100609877,10.65036344675041,-0.027603935420335013,4,0.9710526315789474,0.125,-0.0034504919275418766,-3.1690193239430644
2025-11-14,2025-11-17,2025-11-18,RUN,1,18.62093183927536,18.179091305160522,-0.02372816451553228,2,0.9824561403508772,0.125,-0.002966020564441535,-2.7240685332145773
