ticker,side,entry_date,age,entry_score,score,pred,pred_cat,pred_lgbm,target_weight,regime_exposure,position_risk_scale,rolling_vol,rolling_beta
BF-B,1,2026-09-02,4,1.0,0.9993351063829788,0.28145742314534117,0.3876447491945144,0.1752700970961679,0.03333333333333333,1.0,1.0,0.3621424468004735,0.016659322626569592
BN,1,2026-09-04 00:00:00,2,0.9667553191489362,0.9840425531914894,0.352175015497049,0.34766715483748023,0.3566828761566177,0.03333333333333333,1.0,1.0,0.22509706606436064,1.4517585649450577
BSY,1,2026-09-08 00:00:00,1,0.9860372340425532,0.9860372340425532,0.35864530672206935,0.34986083788869393,0.36742977555544476,0.03012468875899215,1.0,0.9037406627697645,0.426702102205127,0.4958501352463124
CCK,1,2026-09-08 00:00:00,1,0.9654255319148936,0.9654255319148936,0.3060357500585774,0.30908470897626134,0.3029867911408935,0.03333333333333333,1.0,1.0,0.2501410798115635,0.467987514785475
CSGP,1,2026-09-02,4,0.978029294274301,0.9680851063829787,0.31947966455144583,0.3494453853086672,0.28951394379422446,0.025610080608615242,1.0,0.7683024182584572,0.501922200799826,0.256750706639244
CVCO,1,2026-09-03 00:00:00,3,0.972630173564753,0.9773936170212766,0.33695329531597346,0.3626068852655995,0.31129970536634743,0.03333333333333333,1.0,1.0,0.3417672977906787,1.202281114564614
EVRG,1,2026-09-04 00:00:00,2,0.9700797872340424,0.9700797872340424,0.20093002627854462,0.2437388755843154,0.15812117697277384,0.03333333333333333,1.0,1.0,0.16144018808353083,-0.04568687344379754
FRPT,1,2026-09-03 00:00:00,3,0.9686248331108144,0.9700797872340425,0.31636430676191163,0.30673445675671906,0.3259941567671042,0.023312183115935515,1.0,0.6993654934780654,0.5513970080712995,0.4454722334450063
ITW,1,2026-09-03 00:00:00,3,0.9686248331108144,0.9686248331108144,0.2755615726840236,0.24048935623962295,0.3106337891284242,0.03333333333333333,1.0,1.0,0.22798709131363096,0.5001653517489523
KVUE,1,2026-09-04 00:00:00,2,0.9680851063829788,0.9747340425531915,0.429362526709704,0.277188763253397,0.581536290166011,0.03333333333333333,1.0,1.0,0.22045948620096556,0.10983083565409471
LNT,1,2026-09-04 00:00:00,2,0.976063829787234,0.9714095744680852,0.24461374637171945,0.24006247738904388,0.24916501535439506,0.03333333333333333,1.0,1.0,0.17985205640684865,-0.09856181093760574
MGM,1,2026-09-03 00:00:00,3,0.9779706275033376,0.9779706275033376,0.26616285301786957,0.26874616101877896,0.26357954501696024,0.03333333333333333,1.0,1.0,0.21942904652409922,0.8237660385708614
MLI,1,2026-09-02,4,0.9760319573901464,0.9760319573901464,0.16425152666645385,0.24963742814581039,0.0788656251870973,0.03333333333333333,1.0,1.0,0.34996786589655765,0.5677810893237912
MMYT,1,2026-09-08 00:00:00,1,0.992686170212766,0.992686170212766,0.3102186047283334,0.289365595782204,0.3310716136744628,0.02329387658885788,1.0,0.6988162976657364,0.5518303478900403,1.2269345357174082
NE,1,2026-09-02,4,0.9793608521970706,0.9773936170212766,0.35669892124854913,0.4089562530137837,0.30444158948331457,0.029507670186386892,1.0,0.8852301055916068,0.4356246338847624,0.333171855606709
PLD,1,2026-09-02,4,0.9673768308921438,0.9847074468085106,0.26796436942973556,0.31431634340125,0.2216123954582211,0.03333333333333333,1.0,1.0,0.23965599445345795,0.43520042894968847
PSA,1,2026-09-03 00:00:00,3,0.9766355140186916,0.9827127659574468,0.26995769896243477,0.2716152092318476,0.2683001886930219,0.03333333333333333,1.0,1.0,0.22313119837612458,0.38014925961602625
SFM,1,2026-09-02,4,0.9893475366178428,0.9893617021276595,0.3733307947440374,0.3701034906481142,0.3765580988399606,0.027710461446254844,1.0,0.8313138433876454,0.46387780465757644,0.1044626073707782
TDY,1,2026-09-02,4,0.9680426098535286,0.988031914893617,0.4003277264850456,0.32545210552663273,0.4752033474434585,0.03333333333333333,1.0,1.0,0.2432598434936819,1.0986521523883555
TPL,1,2026-09-02,4,0.9747003994673769,0.9747003994673769,0.18081931950134567,0.2716336783327704,0.09000496066992093,0.029085937296255245,1.0,0.8725781188876574,0.44194099336768045,0.28694629963027396
UTHR,1,2026-09-04 00:00:00,2,0.9587765957446808,0.9674202127659575,0.3387071161518722,0.2691604136653924,0.4082538186383521,0.03333333333333333,1.0,1.0,0.22776745657791989,0.27798447281992944
WLK,1,2026-09-08 00:00:00,1,0.9674202127659576,0.9674202127659576,0.27161922720559395,0.2921192605248496,0.25111919388633835,0.031912341000463446,1.0,0.9573702300139033,0.40279928136736926,0.6451749404979389
YUMC,1,2026-09-02,4,0.9647137150466044,0.97196261682243,0.2176505969409857,0.2783736385949226,0.15692755528704885,0.03333333333333333,1.0,1.0,0.25780930099309235,0.28783763155269243
ZIM,1,2026-09-09 00:00:00,0,0.9714095744680851,0.9714095744680851,0.3360119778128982,0.28294116610920106,0.38908278951659536,0.030213085020103368,1.0,0.906392550603101,0.42545367390268346,0.9637413264149578
