Date,equity,daily_return,gross_return,turnover_cost,turnover,holdings,gross_exposure,regime_exposure,held_tickers
2026-06-16,1015.5259859320644,-0.009246932755697641,-0.009246932755697641,0.0,0,24,0.6932646688137184,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-17,1003.7079850912869,-0.011637319974565363,-0.011637319974565363,0.0,0,24,0.6905858800397116,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-18,997.2683047083775,-0.006415890357117823,-0.006415890357117823,0.0,0,24,0.6916222065940245,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-22,991.232875298133,-0.006051961525047648,-0.005985294858380982,6.666666666666667e-05,2,24,0.6961576132718068,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-23,990.5025201750364,-0.0007368148709524603,-0.0007368148709524603,0.0,0,24,0.6916626792649008,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-24,993.7103401227446,0.0032385782795801,0.0032719116129134333,3.3333333333333335e-05,1,25,0.7176245487327731,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-25,1002.7192087192917,0.009065889960885802,0.009065889960885802,0.0,0,25,0.7181007052450032,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-26,1006.2360331404323,0.0035072873747300525,0.0035072873747300525,0.0,0,25,0.7212091652876921,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,LBRT,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-29,1003.1574141063907,-0.003059539643430695,-0.003026206310097362,3.3333333333333335e-05,1,24,0.6958645365731378,1.0,"AAP,AGI,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-06-30,1013.1737852040302,0.009984844807793346,0.010018178141126679,3.3333333333333335e-05,1,25,0.7209509128885098,1.0,"AAP,AGI,AGX,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,KGC,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-07-01,1014.4047032186584,0.001214913011572203,0.0012815796782388697,6.666666666666667e-05,2,25,0.3635479913632671,0.5,"AAP,AGI,AGX,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,LBRT,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-07-02,1014.8936883460714,0.00048204146319642355,0.00048204146319642355,0.0,0,25,0.36350159053732395,0.5,"AAP,AGI,AGX,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,LBRT,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-07-06,1015.5368075666182,0.0006336813677449783,0.0006336813677449783,0.0,0,25,0.36346174696947664,0.5,"AAP,AGI,AGX,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,LBRT,MPC,MRNA,NE,PAAS,PFSI,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
2026-07-07,1022.596589679331,0.006951773741839224,0.006985107075172557,3.3333333333333335e-05,1,26,0.7591005029407938,1.0,"AAP,AGI,AGX,APA,BBIO,CHRD,CVE,DAR,DINO,EGO,FTI,HUM,LBRT,MPC,MRNA,NE,PAAS,PFSI,PR,PSLV,S,SU,TEVA,WFRD,WLK,ZIM"
