ticker,days_held,total_pnl,total_contribution_return,mean_position_return,median_position_return,hit_rate,best_day_return,worst_day_return
APA,25,6.702140760851356,0.006772930867366476,0.009240484339233728,0.008926029099017185,0.6,0.06251736301935762,-0.0361052696492451
FRO,17,4.19113797281606,0.004205941323588581,0.008829223032213935,0.01013506605354264,0.5294117647058824,0.05746590895002024,-0.03889584181708616
OKE,20,3.9642313001828153,0.004031202892282578,0.006046804338423866,0.010076351679859208,0.7,0.03389829471847916,-0.021954480465460113
ACI,25,3.7330249628566903,0.0038036213695664513,0.0051326289590944854,0.0034632001032446347,0.6,0.05752208916449608,-0.05944621808714823
CVE,11,3.694353244855479,0.0037688099834072126,0.010430920003682924,0.006588090605144092,0.6363636363636364,0.04166669918904331,-0.015094325227557492
TEVA,3,3.6784396278431872,0.0037565220196643964,0.045481649490772304,0.036390103508788796,1.0,0.07985881460546995,0.02019603035805817
FTI,10,3.4595366523746165,0.003516435101529769,0.010549305304589307,0.015965951451248683,0.6,0.05068859200458786,-0.025163445197863288
DAR,17,3.334272589820718,0.003396949880402089,0.005994617436003687,0.006352816314153742,0.7058823529411765,0.05247904664499159,-0.058693347158728315
SU,9,3.001413332310995,0.0030544737096119675,0.010181579032039891,0.008362824947113934,0.7777777777777778,0.02615622894729741,-0.01349596473259651
ZIM,47,2.54060063231286,0.00259607991590753,0.0012142970360396123,-0.0007782279054447949,0.48936170212765956,0.05388994518924339,-0.06554812535455812
ELV,31,1.8574527193560453,0.0018993061609784685,0.002035163005701111,-0.0004521513345890904,0.4838709677419355,0.04432295795357821,-0.03834005800299156
SHEL,29,1.8076460335711613,0.0018645302347621404,0.002126142024536173,-0.0010979259391907803,0.41379310344827586,0.02195351738201823,-0.015046955976255938
LIN,19,1.751716558348233,0.001770074967788815,0.002794855212298129,0.004209420519443174,0.631578947368421,0.017510742157326176,-0.02279438127943023
DRI,9,1.6995790026397686,0.001723779737886359,0.005745932459621196,0.005598184953894192,0.5555555555555556,0.03734440467074718,-0.029284528345346006
NYT,4,1.0130862953617468,0.0010330371124396202,0.007747778343297151,0.00999846739733512,0.75,0.023377295375487384,-0.012383116796969018
PEN,22,0.6645858715478797,0.000675011979120362,0.0011873900036552026,0.0011146248519073865,0.6363636363636364,0.011744441413607198,-0.008386415023731941
HAL,23,0.35691796684079247,0.0003392245540369728,0.0009927370258913683,-0.0030970048306896425,0.43478260869565216,0.04387294391563845,-0.027088701773774426
ETR,13,0.3140500437977174,0.00032546615780084656,0.0007510757487711845,-0.004383524673244432,0.38461538461538464,0.01886974808797537,-0.014144020521446032
CZR,20,0.27673182976258204,0.00027991404831363416,0.0004282774518910959,0.0005016909317927531,0.55,0.009983260699666596,-0.009884580357055417
SLAB,17,0.19219794433671292,0.00019627395737814208,0.0003423043220714569,0.0010138305101525802,0.5882352941176471,0.0038016972536698557,-0.004313124854896544
AEE,10,0.16779173228683075,0.00016567619017098239,0.0004970285705129474,0.0034156927878480348,0.6,0.013241969936695241,-0.020759595657708463
AES,15,0.16299771192771126,0.0001654515851381692,0.0003899624313336754,0.0,0.4666666666666667,0.002726650418882315,-0.002040798187785353
AFL,7,0.10632999444556637,0.00010425660260760715,0.0004468140111754591,0.0029267794838965244,0.5714285714285714,0.009139047472584094,-0.014388527767088877
EQR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COST,21,-0.003426009971784716,1.6415631197495487e-05,-0.00020840146665017972,-0.00255523208484032,0.47619047619047616,0.03458016964743127,-0.03028436587711192
YUM,8,-0.14493718932292277,-0.0001595396561432335,-0.0005982737105371255,-0.0057262598628255446,0.25,0.051102962163458,-0.03036235117075714
KMI,2,-0.2705152635674614,-0.00027403782286281595,-0.00411056734294224,-0.00411056734294224,0.5,0.00574713623657952,-0.013968270922463999
AEP,23,-0.2765871388050296,-0.0002552301562617322,-0.0003329088994718244,0.0007812664896569288,0.5652173913043478,0.02642533227852839,-0.03995244434851175
INVH,1,-0.28144091289276346,-0.0002838328733002567,-0.008514986199007701,-0.008514986199007701,0.0,-0.008514986199007701,-0.008514986199007701
