ticker,side,entry_date,age,entry_score,score,pred,pred_cat,pred_lgbm,target_weight,regime_exposure,position_risk_scale,rolling_vol,rolling_beta
BF-B,1,2026-09-02,6,1.0,0.9993351063829788,0.17264217946679858,0.3519505915672141,-0.006666232633616915,0.03333333333333333,1.0,1.0,0.3619771946661713,0.02448061579199171
BN,1,2026-09-04 00:00:00,4,0.9667553191489362,0.9680851063829787,0.30978267750652233,0.3724672661805182,0.24709808883252643,0.03333333333333333,1.0,1.0,0.21888380945764618,1.4554142167353765
BSY,1,2026-09-08 00:00:00,3,0.9860372340425532,0.964095744680851,0.31011696970038927,0.30859275892152466,0.3116411804792538,0.029762421179263764,1.0,0.892872635377913,0.42971041506771246,0.5017078610452701
CCK,1,2026-09-08 00:00:00,3,0.9654255319148936,0.9654255319148936,0.23650146790901855,0.36209616871439265,0.11090676710364443,0.03333333333333333,1.0,1.0,0.24120187322810901,0.47199405694525853
CP,1,2026-09-10 00:00:00,1,0.9634308510638299,0.9634308510638299,0.30195343746635106,0.33455242352565207,0.26935445140705006,0.03333333333333333,1.0,1.0,0.21802847656308308,0.488801734224232
CSGP,1,2026-09-02,6,0.978029294274301,0.9747340425531915,0.3128671384450047,0.3528025309709525,0.27293174591905683,0.02542849794519852,1.0,0.7628549383559556,0.5029484000951934,0.26454028820468833
CVCO,1,2026-09-03 00:00:00,5,0.972630173564753,0.9773936170212766,0.2610209929478961,0.3772578248103833,0.14478416108540892,0.03333333333333333,1.0,1.0,0.3387419628594923,1.2060444399927097
EVRG,1,2026-09-04 00:00:00,4,0.9700797872340424,0.9700797872340424,0.12540184631504847,0.24700615300690493,0.0037975396231920235,0.03333333333333333,1.0,1.0,0.16273814658834174,-0.04001606802450062
FRPT,1,2026-09-03 00:00:00,5,0.9686248331108144,0.9700797872340424,0.26909505148017115,0.3310382058442845,0.20715189711605783,0.023203524254304497,1.0,0.6961057276291349,0.5511758566584546,0.4448007712543488
ITW,1,2026-09-03 00:00:00,5,0.9686248331108144,0.9686248331108144,0.2654709042807032,0.2921665945239178,0.23877521403748853,0.03333333333333333,1.0,1.0,0.2288493148740096,0.5050253512790124
KVUE,1,2026-09-04 00:00:00,4,0.9680851063829788,0.9747340425531916,0.3238719993868788,0.25476828566118276,0.3929757131125748,0.03333333333333333,1.0,1.0,0.2278099157636651,0.12227054305709724
