ticker,side,entry_date,age,entry_score,score,pred,pred_cat,pred_lgbm,target_weight,regime_exposure,position_risk_scale,rolling_vol,rolling_beta
LH,1,2026-09-10 00:00:00,1,0.9640957446808511,0.9640957446808511,0.30205490772078214,0.3364069461632615,0.2677028692783028,0.03333333333333333,1.0,1.0,0.23206910442385725,0.283416612857392
LNT,1,2026-09-04 00:00:00,4,0.976063829787234,0.9714095744680852,0.15336411957946197,0.18494013362719597,0.12178810553172797,0.03333333333333333,1.0,1.0,0.17988205842172134,-0.09372398914569155
MGM,1,2026-09-03 00:00:00,5,0.9779706275033376,0.9779706275033376,0.27363739893946576,0.32521887659618043,0.2220559212827511,0.03333333333333333,1.0,1.0,0.2194297972034695,0.8247982366688944
MLI,1,2026-09-02,6,0.9760319573901464,0.9760319573901464,0.26730536018450196,0.30233019007344564,0.23228053029555829,0.03333333333333333,1.0,1.0,0.34798612685152785,0.5661751741136831
MMYT,1,2026-09-08 00:00:00,3,0.992686170212766,0.9860372340425532,0.35076069079254946,0.35608837217160966,0.34543300941348926,0.02197584407243307,1.0,0.6592753221729921,0.5819672871816814,1.253904745225774
NE,1,2026-09-02,6,0.9793608521970706,0.9773936170212767,0.33166447393432563,0.3978024760627221,0.26552647180592914,0.029743754549283526,1.0,0.8923126364785058,0.4299800933728986,0.331779333126551
NLY,1,2026-09-10 00:00:00,1,0.9714095744680851,0.9714095744680851,0.30835111719055747,0.34536713979751643,0.2713350945835985,0.03333333333333333,1.0,1.0,0.17420226953081083,0.5820247813993784
PFSI,1,2026-09-10 00:00:00,1,0.9900265957446808,0.9900265957446808,0.3629588706352769,0.39404954954792115,0.33186819172263265,0.03333333333333333,1.0,1.0,0.3555918560408419,0.7245567665772631
PLD,1,2026-09-02,6,0.9673768308921438,0.9847074468085106,0.2509351182659937,0.37920154939603057,0.12266868713595674,0.03333333333333333,1.0,1.0,0.23311680277395322,0.44170180756932437
PSA,1,2026-09-03 00:00:00,5,0.9766355140186916,0.9827127659574468,0.18845351197985577,0.28297648614912746,0.09393053781058405,0.03333333333333333,1.0,1.0,0.21397452503492234,0.3883870192022963
SFM,1,2026-09-02,6,0.9893475366178428,0.9893617021276596,0.26944610806517927,0.35393237774202846,0.1849598383883301,0.027315474813149047,1.0,0.8194642443944714,0.46820428514773865,0.11601656451083223
TDY,1,2026-09-02,6,0.9680426098535286,0.988031914893617,0.27481184594147084,0.33150173799164406,0.21812195389129763,0.03333333333333333,1.0,1.0,0.24428209278787008,1.1030078154976977
TPL,1,2026-09-02,6,0.9747003994673769,0.9747003994673769,0.23166859891999958,0.26908974135469554,0.19424745648530362,0.02919213430318918,1.0,0.8757640290956754,0.43810508082529315,0.2910724803953793
UTHR,1,2026-09-04 00:00:00,4,0.9587765957446808,0.9674202127659576,0.20355920530451177,0.23910032491242592,0.16801808569659762,0.03333333333333333,1.0,1.0,0.22848965328239354,0.27374321009842034
WLK,1,2026-09-08 00:00:00,3,0.9674202127659576,0.9674202127659576,0.2808291782321848,0.28723171263163755,0.2744266438327321,0.03126035424655014,1.0,0.9378106273965042,0.4091195594743752,0.6583130484103442
YUMC,1,2026-09-02,6,0.9647137150466044,0.9980053191489362,0.5018997688674272,0.5119834207703002,0.4918161169645541,0.03333333333333333,1.0,1.0,0.23194216165650716,0.5129381075199143
ZIM,1,2026-09-09 00:00:00,2,0.9714095744680852,0.9714095744680852,0.22897563754201372,0.3388967378020117,0.11905453728201577,0.029842465092911604,1.0,0.8952739527873481,0.4285578392583693,0.9723794618437571
