Date,expected_execution_open,ticker,instruction,action,reason,side,age,pred,pred_cat,pred_lgbm,score,previous_target_weight,target_weight,target_percent,target_value_gbp,weight_change,costed_turnover_leg
2026-09-08,2026-09-09 14:30:00+01:00,MMYT,BUY,BUY_NEXT_OPEN,new_signal,1,0,0.413199524012539,0.3246619909008415,0.5017370571242364,0.992686170212766,0.0,0.02285269798362772,2.285269798362772,22.81828654148173,0.02285269798362772,True
2026-09-08,2026-09-09 14:30:00+01:00,BSY,BUY,BUY_NEXT_OPEN,new_signal,1,0,0.33421871351860377,0.3090098434993842,0.3594275835378234,0.9860372340425532,0.0,0.030215631910775444,3.0215631910775445,30.170133411204535,0.030215631910775444,True
2026-09-08,2026-09-09 14:30:00+01:00,WLK,BUY,BUY_NEXT_OPEN,new_signal,1,0,0.2624842325418053,0.2876825354428971,0.23728592964071343,0.9674202127659575,0.0,0.031730401913226514,3.1730401913226514,31.68262248296019,0.031730401913226514,True
2026-09-08,2026-09-09 14:30:00+01:00,CCK,BUY,BUY_NEXT_OPEN,new_signal,1,0,0.27000735522332164,0.2726689029981939,0.2673458074484494,0.9654255319148937,0.0,0.03333333333333333,3.3333333333333335,33.28314021948941,0.03333333333333333,True
2026-09-08,2026-09-09 14:30:00+01:00,BF-B,HOLD,HOLD,still_valid,1,3,0.2828135630945321,0.40382930432449626,0.16179782186456787,0.9993351063829788,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,SFM,HOLD,REBALANCE_NEXT_OPEN,target_weight_changed,1,3,0.3308477984875595,0.3610746687680968,0.3006209282070223,0.9900265957446808,0.028094783384125,0.0280999939046212,2.80999939046212,28.057681118829155,5.210520496200244e-06,False
2026-09-08,2026-09-09 14:30:00+01:00,PLD,HOLD,HOLD,still_valid,1,3,0.20968386102940206,0.2882575526332216,0.13111016942558248,0.9847074468085106,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,PSA,HOLD,HOLD,still_valid,1,2,0.23644799384197904,0.23356252644656936,0.23933346123738872,0.9827127659574468,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,NE,HOLD,REBALANCE_NEXT_OPEN,target_weight_changed,1,3,0.24471890627789147,0.36820914323935616,0.12122866931642677,0.9793608521970706,0.0290039377275678,0.029015442538704726,2.9015442538704725,28.971751276387415,1.1504811136923976e-05,False
2026-09-08,2026-09-09 14:30:00+01:00,MGM,HOLD,HOLD,still_valid,1,2,0.23069660403091774,0.2879305454978518,0.17346266256398366,0.9779706275033376,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,MLI,HOLD,HOLD,still_valid,1,3,0.1602462644746171,0.26969090625456954,0.05080162269466462,0.9760319573901464,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,TPL,HOLD,REBALANCE_NEXT_OPEN,target_weight_changed,1,3,0.2104317917122611,0.2740047249449578,0.14685885847956437,0.9747003994673769,0.0293713743290947,0.029785614245237145,2.9785614245237144,29.740763263435472,0.00041423991614244343,False
2026-09-08,2026-09-09 14:30:00+01:00,CVCO,HOLD,HOLD,still_valid,1,2,0.25312573198915833,0.28618464792640247,0.22006681605191422,0.972630173564753,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,YUMC,HOLD,HOLD,still_valid,1,3,0.22678122924481237,0.30715248433394016,0.14640997415568455,0.97196261682243,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,LNT,HOLD,HOLD,still_valid,1,1,0.29583107418930304,0.27456211621467075,0.31710003216393534,0.9714095744680851,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,EVRG,HOLD,HOLD,still_valid,1,1,0.17650000618724737,0.2553549896397699,0.09764502273472486,0.9700797872340424,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,FRPT,HOLD,REBALANCE_NEXT_OPEN,target_weight_changed,1,2,0.2939961054119107,0.2543205174167547,0.3336716934070667,0.9686248331108144,0.0234988639511152,0.023436749382798702,2.3436749382798703,23.40145847990163,-6.211456831649656e-05,False
2026-09-08,2026-09-09 14:30:00+01:00,ITW,HOLD,HOLD,still_valid,1,2,0.21800635592191775,0.20205918424643227,0.23395352759740323,0.9686248331108144,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,KVUE,HOLD,HOLD,still_valid,1,1,0.39131092102526727,0.2606142234598,0.5220076185907345,0.9680851063829788,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,TDY,HOLD,HOLD,still_valid,1,3,0.16318558833060598,0.21861762211514346,0.10775355454606851,0.9680851063829788,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,BN,HOLD,HOLD,still_valid,1,1,0.2627219571923625,0.28330430708745,0.24213960729727502,0.9667553191489362,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
2026-09-08,2026-09-09 14:30:00+01:00,CSGP,HOLD,REBALANCE_NEXT_OPEN,target_weight_changed,1,3,0.26766730911265535,0.3424577965964642,0.19287682162884653,0.9627659574468086,0.0256876024176441,0.025513400150753686,2.5513400150753687,25.474982240804316,-0.00017420226689041432,False
2026-09-08,2026-09-09 14:30:00+01:00,UTHR,HOLD,HOLD,still_valid,1,1,0.23525023273932666,0.2692047060418157,0.2012957594368376,0.9587765957446808,0.0333333333333333,0.03333333333333333,3.3333333333333335,33.28314021948941,3.469446951953614e-17,False
