ticker,side,entry_date,age,entry_score,score,pred,pred_cat,pred_lgbm,target_weight,regime_exposure,position_risk_scale,rolling_vol,rolling_beta
BF-B,1,2026-09-02,1,1.0,1.0,0.5239097597104105,0.4031763034119705,0.6446432160088506,0.03333333333333333,1.0,1.0,0.35561178763930595,-0.011867264676823938
BN,1,2026-09-02,1,0.9760319573901465,0.9760319573901465,0.3692558920047205,0.230071691530602,0.5084400924788389,0.03333333333333333,1.0,1.0,0.2359030040467232,1.4314594814554384
CSGP,1,2026-09-02,1,0.978029294274301,0.978029294274301,0.32482654210017003,0.24277367216076595,0.4068794120395742,0.026048199495455445,1.0,0.7814459848636633,0.4971486120673306,0.2520897374515467
MLI,1,2026-09-02,1,0.9760319573901465,0.9760319573901465,0.30248054760026255,0.2877368408098801,0.31722425439064494,0.03333333333333333,1.0,1.0,0.34673715612534967,0.5684126647448592
NE,1,2026-09-02,1,0.9793608521970706,0.9793608521970706,0.30128239795690787,0.2762406823430713,0.3263241135707444,0.02972466944510211,1.0,0.8917400833530633,0.43565921733580204,0.3512761508375241
PLD,1,2026-09-02,1,0.9673768308921438,0.9673768308921438,0.2823206146553049,0.26282428852117123,0.30181694078943855,0.03333333333333333,1.0,1.0,0.2370520664327384,0.44892412443825375
SFM,1,2026-09-02,1,0.9893475366178428,0.9893475366178428,0.3584908443230761,0.35146301391842194,0.3655186747277302,0.028455548413236356,1.0,0.8536664523970907,0.45508967312662596,0.10443413874270394
TDY,1,2026-09-02,1,0.9680426098535286,0.9680426098535286,0.2824130863205967,0.2470772478745289,0.3177489247666645,0.03333333333333333,1.0,1.0,0.25004574492474385,1.1021968370728297
TPL,1,2026-09-02,1,0.9747003994673769,0.9747003994673769,0.29762373056203173,0.2781211769305102,0.3171262841935533,0.02705406461377619,1.0,0.8116219384132857,0.4786647186251059,0.3115386645339016
YUMC,1,2026-09-02,1,0.9647137150466045,0.9647137150466045,0.28267534239422115,0.2885744383535691,0.2767762464348732,0.03333333333333333,1.0,1.0,0.2550831496910306,0.31882953649163204
