Date,ticker,action,pred,score,opposite_signal,weak_long,weak_short,too_old
2026-06-01,WFRD,BUY,0.6362456542389805,0.9868421052631579,,,,
2026-06-01,GMED,BUY,0.6051115620871979,0.9842105263157894,,,,
2026-06-01,PSLV,BUY,0.5929601700116686,0.9796052631578948,,,,
2026-06-01,KGC,BUY,0.6053579521775192,0.9789473684210526,,,,
2026-06-01,LBRT,BUY,0.5877973067467301,0.9782894736842105,,,,
2026-06-01,ZIM,BUY,0.5866810057313973,0.9710526315789474,,,,
2026-06-02,BBIO,BUY,0.662616597816984,0.9644736842105264,,,,
2026-06-03,EGO,BUY,0.6624282431098801,0.9697368421052632,,,,
2026-07-09,AGX,BUY,0.5671081035064159,0.9741379310344828,,,,
2026-07-22,PEN,BUY,0.6066637661797674,0.9845844504021448,,,,
2026-07-22,UTHR,BUY,0.5830339162693177,0.9785522788203753,,,,
2026-07-29,WFRD,EXIT,,,False,False,False,True
2026-07-29,GMED,EXIT,,,False,False,False,True
2026-07-29,PSLV,EXIT,,,False,False,False,True
2026-07-29,KGC,EXIT,,,False,False,False,True
2026-07-29,LBRT,EXIT,,,False,False,False,True
2026-07-29,ZIM,EXIT,,,False,False,False,True
2026-07-30,BBIO,EXIT,,,False,False,False,True
2026-07-30,ZIM,BUY,0.6462074863438565,0.9838492597577388,,,,
2026-07-31,EGO,EXIT,,,False,False,False,True
2026-08-03,HAL,BUY,0.41454554539575383,0.9777628032345014,,,,
2026-08-03,NE,BUY,0.3473129712074514,0.9743935309973046,,,,
2026-08-04,FTI,BUY,0.3419836265520609,0.9852150537634409,,,,
2026-08-04,ICLR,BUY,0.2877367295022545,0.9731182795698925,,,,
2026-08-05,ETSY,BUY,0.2918558204002786,0.9663978494623656,,,,
2026-08-05,CVS,BUY,0.27980946207350443,0.9556451612903226,,,,
2026-08-06,NI,BUY,0.36845090001826286,0.9758713136729222,,,,
2026-08-06,HUM,BUY,0.35068888519538316,0.9725201072386058,,,,
2026-08-06,TRP,BUY,0.3727031775976604,0.9644772117962466,,,,
2026-08-06,CVE,BUY,0.36128375468214824,0.9611260053619303,,,,
2026-08-07,DVA,BUY,0.35215750939660767,0.9784656796769852,,,,
2026-08-10,VTRS,BUY,0.27029578802544635,0.9663072776280324,,,,
2026-08-10,SLAB,BUY,0.2706593158583111,0.9615902964959568,,,,
2026-08-11,PLNT,BUY,0.36017426160243876,0.9718498659517426,,,,
2026-08-11,CYTK,BUY,0.32672489855924025,0.9711796246648794,,,,
2026-08-12,SO,BUY,0.29765697383470646,0.9557640750670241,,,,
2026-08-13,BALL,BUY,0.3194136144362364,0.9812332439678284,,,,
2026-08-13,SHEL,BUY,0.4435866255127073,0.9772117962466488,,,,
2026-08-13,BNTX,BUY,0.31514949350471805,0.9691689008042895,,,,
2026-08-13,CZR,BUY,0.2869512640101428,0.9684986595174263,,,,
2026-08-14,UNH,BUY,0.4677698800839234,0.9906166219839142,,,,
2026-08-14,XEL,BUY,0.3708815580006559,0.982573726541555,,,,
2026-08-17,CVS,EXIT,,,False,True,False,False
2026-08-17,TEX,BUY,0.25397346296500495,0.9731903485254692,,,,
2026-08-19,PLNT,EXIT,,,False,True,False,False
2026-08-19,BNTX,EXIT,,,False,True,False,False
2026-08-19,VRNS,BUY,0.41839271363473496,0.9845637583892617,,,,
2026-08-20,EAT,BUY,0.5387777788279742,0.9865951742627346,,,,
2026-08-24,SHEL,EXIT,,,False,True,False,False
2026-08-25,PEN,EXIT,,,False,True,False,False
2026-08-25,UNH,EXIT,,,False,True,False,False
2026-08-27,MMYT,BUY,0.3782833746722247,0.9751009421265142,,,,
