Date,equity,daily_return,gross_return,turnover_cost,turnover,holdings,gross_exposure,regime_exposure,held_tickers,benchmark_return,benchmark_equity
2026-03-02,1001.8853081984333,0.001885308198433416,0.002151974865100083,0.0002666666666666667,8,8,0.22873324732034775,1.0,"AMAT,ATI,FLEX,GS,LRCX,NDSN,NVMI,QRVO",0.009732453535010288,1009.7324535350103
2026-03-03,999.3304376535398,-0.002550062890419692,-0.002316729557086359,0.00023333333333333333,7,15,0.21949131785076506,0.5,"AMAT,ATI,BAC,BK,FLEX,FRO,GS,KLAC,LRCX,MTSI,NDSN,NVMI,PH,PHYS,QRVO",0.0006601239941106396,1010.399002155221
2026-03-04,982.5453650154702,-0.016796318820711035,-0.016762985487377702,3.3333333333333335e-05,1,16,0.4683657751726902,1.0,"AMAT,ATI,BAC,BK,FLEX,FRO,GS,KLAC,LRCX,MTSI,NDSN,NVMI,PH,PHYS,QRVO,TFC",-0.01271122117589174,997.5555969629256
2026-03-05,976.8933769646194,-0.005752393988202103,-0.005685727321535437,6.666666666666667e-05,2,18,0.267858436017381,0.5,"ADI,AMAT,ATI,BAC,BK,ESLT,FLEX,FRO,GS,KLAC,LRCX,MTSI,NDSN,NVMI,PH,PHYS,QRVO,TFC",-0.010424482260604329,987.156596338419
2026-03-06,984.6701427459903,0.00796071092787497,0.008027377594541637,6.666666666666667e-05,2,20,0.29979247138118686,0.5,"ADI,AMAT,ATI,BA,BAC,BK,ESLT,EVR,FLEX,FRO,GS,KLAC,LRCX,MTSI,NDSN,NVMI,PH,PHYS,QRVO,TFC",0.01700204415379969,1003.9402763760794
2026-03-09,984.1658589186554,-0.0005121347804134293,-0.0004121347804134293,0.0001,3,23,0.3466292671820706,0.5,"ADI,AMAT,ATI,BA,BAC,BK,CMI,ESLT,EVR,FLEX,FRO,GS,JCI,KLAC,LRCX,MTSI,NDSN,NVMI,PH,PHYS,QRVO,RL,TFC",-0.000206471690789356,1003.7329911297645
2026-03-10,980.8983933006436,-0.0033200355289726546,-0.0032867021956393214,3.3333333333333335e-05,1,24,0.36070369642083366,0.5,"ADI,AMAT,ATI,BA,BAC,BK,CMI,ESLT,EVR,FLEX,FRO,GS,JCI,KLAC,LRCX,MTSI,MTZ,NDSN,NVMI,PH,PHYS,QRVO,RL,TFC",-0.009475003647548164,994.2226173776456
2026-03-11,976.9700650433288,-0.004004826885378392,-0.004004826885378392,0.0,0,24,0.3609307519829789,0.5,"ADI,AMAT,ATI,BA,BAC,BK,CMI,ESLT,EVR,FLEX,FRO,GS,JCI,KLAC,LRCX,MTSI,MTZ,NDSN,NVMI,PH,PHYS,QRVO,RL,TFC",-0.002815906567791626,991.4229793795249
2026-03-12,978.4568105687829,0.0015217923032146057,0.0015884589698812724,6.666666666666667e-05,2,26,0.3947739666348121,0.5,"ADI,AMAT,ATI,BA,BAC,BK,CMI,ESLT,EVR,FLEX,FRO,GOOG,GS,JCI,KLAC,LRCX,MTSI,MTZ,NDSN,NVMI,NYT,PH,PHYS,QRVO,RL,TFC",-0.00132985218627657,990.1045333628723
2026-03-13,982.5234216760988,0.0041561477863820305,0.004222814453048697,6.666666666666667e-05,2,28,0.42186132845908514,0.5,"ADI,AMAT,ATI,BA,BAC,BK,CAT,CMI,ESLT,EVR,FLEX,FRO,GOOG,GS,JCI,KGC,KLAC,LRCX,MTSI,MTZ,NDSN,NVMI,NYT,PH,PHYS,QRVO,RL,TFC",0.005999542946397263,996.0447080322054
