Date,ticker,action,pred,score,rolling_vol,rolling_beta,target_weight,opposite_signal,weak_long,weak_short,too_old
2026-03-02,FLEX,BUY,0.7337489396006192,0.9927821522309711,0.4873029198761786,1.682044427912511,0.02459362419101084,,,,
2026-03-02,ATI,BUY,0.7785080221406209,0.9908136482939632,0.2796606086169352,1.5011930607105433,0.03333333333333333,,,,
2026-03-02,QRVO,BUY,0.6984859382223919,0.9875328083989501,0.2936111597660163,1.8077225120608316,0.03333333333333333,,,,
2026-03-02,AMAT,BUY,0.6163301544476403,0.9770341207349081,0.47369613136241107,1.665333925348478,0.025300069148016698,,,,
2026-03-02,GS,BUY,0.5980391726637718,0.9698162729658792,0.3293369404290235,1.3612617832504572,0.03333333333333333,,,,
2026-03-02,NVMI,BUY,0.5979630905879421,0.9698162729658792,0.513431959872855,1.825772570722967,0.02334203130164477,,,,
2026-03-02,LRCX,BUY,0.6150283559004407,0.9671916010498687,0.5407165897811138,1.9498252974722807,0.022164189346342116,,,,
2026-03-02,NDSN,BUY,0.5979366471661512,0.963254593175853,0.1804040169115778,1.0398348131024386,0.03333333333333333,,,,
2026-03-03,PH,BUY,0.7567079488429773,0.9921259842519685,0.19157439407537696,1.2633034597045438,0.016666666666666666,,,,
2026-03-03,MTSI,BUY,0.6917831963827117,0.9849081364829396,0.4700643746546839,1.6903198837809634,0.012759235285777232,,,,
2026-03-03,FRO,BUY,0.6705066716776373,0.9776902887139107,0.3997474235600167,0.680176971283281,0.015003628797073119,,,,
2026-03-03,BK,BUY,0.7475021832741254,0.9763779527559056,0.25464862169536284,0.9201250257673105,0.016666666666666666,,,,
2026-03-03,KLAC,BUY,0.6984224066103473,0.9724409448818898,0.535179075385282,1.743333003448442,0.011206831940062419,,,,
2026-03-03,PHYS,BUY,0.635827713366432,0.9652230971128609,0.3706762171848718,0.007824704511358452,0.01618032578736921,,,,
2026-03-03,BAC,BUY,0.6558390614127267,0.9645669291338582,0.24117814897304746,1.0068866062166124,0.016666666666666666,,,,
2026-03-04,TFC,BUY,0.5639883040706455,0.9796587926509186,0.23630682803444894,1.0938751733131231,0.03333333333333333,,,,
2026-03-05,ESLT,BUY,0.7873683988065208,0.989501312335958,0.3705755651680941,0.27101397358298107,0.016464376288959918,,,,
2026-03-05,ADI,BUY,0.6807875471059632,0.9829396325459318,0.27059849758524135,1.559190763612355,0.016666666666666666,,,,
2026-03-06,BA,BUY,0.6585584994060114,0.979002624671916,0.24421836071530315,1.1939481904469067,0.016666666666666666,,,,
2026-03-06,EVR,BUY,0.6477643828364954,0.9698162729658792,0.3983896590598018,1.8071323673172932,0.015376730396742774,,,,
2026-03-09,CMI,BUY,0.5804720288450099,0.9763779527559056,0.38081659857227895,1.2797197317752385,0.016150005006698283,,,,
2026-03-09,RL,BUY,0.5806051455907014,0.973753280839895,0.2925670054054569,1.4085301651620505,0.016666666666666666,,,,
2026-03-09,JCI,BUY,0.5811122332812142,0.9704724409448819,0.2849928723908094,1.0521695978307517,0.016666666666666666,,,,
2026-03-10,MTZ,BUY,0.6005528775749864,0.9776902887139107,0.3971510185516562,1.4858846903427396,0.01547739259806574,,,,
2026-03-12,GOOG,BUY,0.5912802492879279,0.9809711286089239,0.21779721391653006,0.9790018372272745,0.016666666666666666,,,,
2026-03-12,NYT,BUY,0.593544117582118,0.9685039370078741,0.2541000644857358,0.43571204931043683,0.016666666666666666,,,,
