Date,equity,daily_return,gross_return,turnover_cost,turnover,holdings,gross_exposure,regime_exposure,held_tickers,benchmark_return,benchmark_equity
2026-06-15,991.8599438034854,-0.0028950742753728366,-0.0028950742753728366,0.0,0,5,0.1477255472333325,1.0,"LBRT,NE,PSLV,WLK,ZIM",-0.004320508228296549,992.4176307291388
2026-06-16,989.4848156081447,-0.002394620541114754,-0.002394620541114754,0.0,0,5,0.14782458320485017,1.0,"LBRT,NE,PSLV,WLK,ZIM",-0.0021343994978042513,990.2994150364984
2026-06-17,987.7007275087012,-0.0018030474761221824,-0.0018030474761221824,0.0,0,5,0.14779930163714144,1.0,"LBRT,NE,PSLV,WLK,ZIM",-8.02363830777475e-05,990.2199569932719
2026-06-18,985.9457455961409,-0.0017768356989945615,-0.0017768356989945615,0.0,0,5,0.14812014304807575,1.0,"LBRT,NE,PSLV,WLK,ZIM",-0.018576988660783278,971.8246520805266
2026-06-22,982.8637109084918,-0.003125967834858422,-0.003125967834858422,0.0,0,5,0.1486088464692794,1.0,"LBRT,NE,PSLV,WLK,ZIM",0.0018533208270359314,973.6257549484544
2026-06-23,981.4683404196713,-0.0014196988588892597,-0.0014196988588892597,0.0,0,5,0.14903949052486087,1.0,"LBRT,NE,PSLV,WLK,ZIM",0.005087245564039833,978.5788282513508
2026-06-24,981.8008637537796,0.00033880189550092413,0.00033880189550092413,0.0,0,5,0.1496869790351775,1.0,"LBRT,NE,PSLV,WLK,ZIM",-0.013479261749728466,965.3883080826082
2026-06-25,981.6248175306582,-0.00017930950116326608,-0.00017930950116326608,0.0,0,5,0.14913111700666176,1.0,"LBRT,NE,PSLV,WLK,ZIM",0.010398541687232976,975.4269386485726
2026-06-26,981.5981396052625,-2.7177313490079606e-05,-2.7177313490079606e-05,0.0,0,5,0.14942460411347008,1.0,"LBRT,NE,PSLV,WLK,ZIM",0.006462667564298474,981.7307986863196
2026-06-29,978.1911194358786,-0.0034708910214051357,-0.0034708910214051357,0.0,0,5,0.1506623316227956,1.0,"LBRT,NE,PSLV,WLK,ZIM",0.005004818738449712,986.6441833836981
2026-06-30,978.3629138475877,0.00017562458735898278,0.00017562458735898278,0.0,0,5,0.15105511355475953,1.0,"LBRT,NE,PSLV,WLK,ZIM",0.0032215092806207046,989.8226667771391
2026-07-01,977.4825867691713,-0.0008997960429165325,-0.0008997960429165325,0.0,0,5,0.07555586616440055,0.5,"LBRT,NE,PSLV,WLK,ZIM",0.0017928362008858834,991.5972566865946
2026-07-02,977.5702982103109,8.973197305690209e-05,8.973197305690209e-05,0.0,0,5,0.07521716644359351,0.5,"LBRT,NE,PSLV,WLK,ZIM",0.001976628052532181,993.5572756409753
2026-07-06,978.1588067857574,0.0006020115141835422,0.0006020115141835422,0.0,0,5,0.07535499132513919,0.5,"LBRT,NE,PSLV,WLK,ZIM",-0.009410570011855302,984.2073353377677
2026-07-07,979.4221622593002,0.0012915647896624145,0.0012915647896624145,0.0,0,5,0.15089009881191598,1.0,"LBRT,NE,PSLV,WLK,ZIM",0.005638089499999666,989.7563843809583
2026-07-08,978.4828161793589,-0.0009590819119044817,-0.0009257485785711483,3.3333333333333335e-05,1,6,0.18455747477558512,1.0,"LBRT,NE,PSLV,UTHR,WLK,ZIM",0.006288903941351398,995.9808672076693
2026-07-09,979.2528429448424,0.0007869599268899156,0.0008202932602232489,3.3333333333333335e-05,1,7,0.2178681102805544,1.0,"LBRT,NE,PEN,PSLV,UTHR,WLK,ZIM",0.000558450790470344,996.5370735102548
2026-07-10,983.9016084312033,0.004747257585059282,0.0049805909183926154,0.00023333333333333333,7,14,0.4500477334431589,1.0,"ENB,ET,LBRT,NE,NI,PEN,PEP,PSLV,QSR,TRP,UTHR,WLK,XEL,ZIM",-0.0020731691885804704,994.4710835541752
2026-07-13,980.9119209218869,-0.003038604148725193,-0.00300527081539186,3.3333333333333335e-05,1,13,0.4165532915100108,1.0,"ENB,ET,LBRT,NE,NI,PEN,PEP,PSLV,QSR,TRP,UTHR,XEL,ZIM",0.004434642245992437,998.8812070337223
2026-07-14,978.9840444742708,-0.0019653920056391908,-0.0019653920056391908,0.0,0,13,0.4154868477865893,1.0,"ENB,ET,LBRT,NE,NI,PEN,PEP,PSLV,QSR,TRP,UTHR,XEL,ZIM",-0.00196221426589982,996.9211880793415
2026-07-15,984.614018655517,0.005750833441079802,0.005917500107746469,0.00016666666666666666,5,18,0.5816751340284105,1.0,"AEP,ENB,ET,LBRT,NE,NI,PEN,PEP,PSLV,QSR,SHEL,SO,TRP,UTHR,WMB,XEL,YUM,ZIM",-0.014187779022834301,982.7770905596904
2026-07-16,979.3524941503676,-0.0053437432389333295,-0.005243743238933329,0.0001,3,21,0.6821954513136362,1.0,"AEP,COST,ENB,EQIX,ET,ETR,LBRT,NE,NI,PEN,PEP,PSLV,QSR,SHEL,SO,TRP,UTHR,WMB,XEL,YUM,ZIM",0.006710840278760788,989.3723506440616
2026-07-17,974.265168789921,-0.005194580491531992,-0.005161247158198659,3.3333333333333335e-05,1,20,0.6566245027567204,1.0,"AEP,COST,ENB,EQIX,ET,ETR,LBRT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UTHR,WMB,XEL,YUM,ZIM",-0.0010307331857768443,988.3525717291627
2026-07-20,980.617904309319,0.006520540529318394,0.006520540529318394,0.0,0,20,0.656521809245904,1.0,"AEP,COST,ENB,EQIX,ET,ETR,LBRT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UTHR,WMB,XEL,YUM,ZIM",0.00044221026619717385,988.7896313830037
2026-07-21,981.8290722982016,0.001235106949975095,0.001235106949975095,0.0,0,20,0.6567154365373795,1.0,"AEP,COST,ENB,EQIX,ET,ETR,LBRT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UTHR,WMB,XEL,YUM,ZIM",-0.00971042839384717,979.1880604708805
2026-07-22,982.8629612803633,0.0010530233941247133,0.0011530233941247133,0.0001,3,23,0.7554551890759557,1.0,"AEP,COST,ENB,EQIX,ET,ETR,EVRG,LBRT,LNT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",-0.0011631326091697813,978.0491349072371
2026-07-23,977.6454585339644,-0.005308474275601992,-0.005308474275601992,0.0,0,23,0.7558314302702651,1.0,"AEP,COST,ENB,EQIX,ET,ETR,EVRG,LBRT,LNT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.008666048251583458,986.5249559027627
2026-07-24,975.2605844962173,-0.002439405836675553,-0.00240607250334222,3.3333333333333335e-05,1,22,0.7169589599295598,1.0,"AEP,COST,ENB,ET,ETR,EVRG,LBRT,LNT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",-0.007678740934262129,978.949686341201
2026-07-27,976.0289674832743,0.0007878745427344447,0.0007878745427344447,0.0,0,22,0.7162591014040361,1.0,"AEP,COST,ENB,ET,ETR,EVRG,LBRT,LNT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.0010551661401569934,979.9826409031455
2026-07-28,973.4779006722272,-0.0026137203874441774,-0.0026137203874441774,0.0,0,22,0.7169778661319561,1.0,"AEP,COST,ENB,ET,ETR,EVRG,LBRT,LNT,NE,NI,PEN,PEP,QSR,SHEL,SO,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",-0.005297489175718151,974.7911934705694
2026-07-29,972.7224022596223,-0.0007760817293163635,-0.0005094150626496968,0.0002666666666666667,8,14,0.23333333333333334,0.5,"AEP,ENB,ET,ETR,EVRG,LNT,NI,PEN,SHEL,SO,TRP,UNM,UTHR,XEL",0.011724753788379783,986.2203802090927
2026-07-30,968.9551799892849,-0.0038728647161678487,-0.003772864716167849,0.0001,3,17,0.5660326523537296,1.0,"AEP,ENB,ET,ETR,EVRG,LNT,NI,PEN,PNW,PPL,SHEL,SO,TRP,UNM,UTHR,XEL,ZIM",0.006392020481873484,992.5243210790303
2026-07-31,969.6274898446849,0.0006938503134967814,0.0008938503134967813,0.0002,6,23,0.7661271047191102,1.0,"AEP,DTE,ENB,ET,ETR,EVRG,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,ZIM",0.014931151799948195,1007.3438523822018
2026-08-03,973.2454408174926,0.003731279290964933,0.0037979459576315995,6.666666666666667e-05,2,25,0.8327280063205521,1.0,"AEP,ATO,DTE,ENB,ET,ETR,EVRG,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.02000969013241849,1027.5004907251664
2026-08-04,973.6565871140306,0.000422448725978813,0.00045578205931214635,3.3333333333333335e-05,1,26,0.8657635110140668,1.0,"AEP,ATO,DTE,ENB,ET,ETR,EVRG,FE,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",-0.007269386854103943,1020.0311921653035
2026-08-05,963.2247961859812,-0.010714035180483592,-0.010714035180483592,0.0,0,26,0.8651975569054443,1.0,"AEP,ATO,DTE,ENB,ET,ETR,EVRG,FE,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.0010516580354527072,1021.1039161649567
2026-08-06,963.5867922499456,0.00037581680351012433,0.0004091501368434577,3.3333333333333335e-05,1,27,0.9,1.0,"AEE,AEP,ATO,DTE,ENB,ET,ETR,EVRG,FE,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.002049176434676836,1023.1963382473182
2026-08-07,956.3721165705886,-0.007487312754164073,-0.0074539794208307395,3.3333333333333335e-05,1,28,0.9333333333333333,1.0,"AEE,AEP,ATO,DTE,ENB,ET,ETR,EVRG,FE,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.0024981281024165636,1025.7524137741837
2026-08-10,959.6328000790517,0.0034094297104306417,0.0034094297104306417,0.0,0,28,0.9333333333333333,1.0,"AEE,AEP,ATO,DTE,ENB,ET,ETR,EVRG,FE,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.00023238953813664587,1025.9907879038633
2026-08-11,970.3808274944702,0.011200145945962924,0.01126681261262959,6.666666666666667e-05,2,30,1.0,1.0,"AEE,AEP,ATO,CPT,DTE,ENB,EQR,ET,ETR,EVRG,FE,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UNM,UTHR,WMB,XEL,YUM,ZIM",0.00020649422363727687,1026.2026490750704
2026-08-12,969.7075825558532,-0.0006937945593539213,-0.0006271278926872546,6.666666666666667e-05,2,30,1.0,1.0,"AEE,AEP,ATO,CPT,DTE,ENB,EQR,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WMB,XEL,YUM,ZIM",0.004736256318198517,1031.0630078555043
2026-08-13,975.1229908389001,0.005584578671411148,0.005584578671411148,0.0,0,30,1.0,1.0,"AEE,AEP,ATO,CPT,DTE,ENB,EQR,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WMB,XEL,YUM,ZIM",-0.0030312962958461975,1027.937550379008
2026-08-14,982.4355773103223,0.007499142713403908,0.007499142713403908,0.0,0,30,0.9993207486389127,1.0,"AEE,AEP,ATO,CPT,DTE,ENB,EQR,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WMB,XEL,YUM,ZIM",-0.00963691481271467,1018.0314037732147
2026-08-17,977.3695879120534,-0.00515656142272292,-0.005089894756056253,6.666666666666667e-05,2,30,0.9984746848647176,1.0,"AEE,AEP,ATO,CPT,DTE,ENB,EQR,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,XEL,YUM,ZIM",0.002159455077625383,1020.2297968572749
2026-08-18,969.8218313537137,-0.007722520376824698,-0.007722520376824698,0.0,0,30,0.9979820809552653,1.0,"AEE,AEP,ATO,CPT,DTE,ENB,EQR,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,XEL,YUM,ZIM",-0.005711567919637339,1014.4026850788867
2026-08-19,972.9245994471572,0.003199317640759321,0.003265984307425988,6.666666666666667e-05,2,30,1.0,1.0,"AEE,AEP,ATO,CPT,D,DTE,ENB,EQR,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,XEL,YUM",0.00011745498163318047,1014.5218317276315
2026-08-20,954.5642434130641,-0.01887130415298983,-0.018804637486323165,6.666666666666667e-05,2,30,1.0,1.0,"AEE,AEP,ATO,CPT,D,DTE,ENB,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,WMB,XEL,YUM",-0.0016578010786901798,1012.8399563406388
2026-08-21,960.7396495619105,0.006469345768458742,0.006469345768458742,0.0,0,30,1.0,1.0,"AEE,AEP,ATO,CPT,D,DTE,ENB,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,WMB,XEL,YUM",0.0018043670006981927,1014.6674913348484
2026-08-24,958.8395469056311,-0.0019777498067720996,-0.0019777498067720996,0.0,0,30,1.0,1.0,"AEE,AEP,ATO,CPT,D,DTE,ENB,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,WMB,XEL,YUM",-0.0018664413776566802,1012.773673944458
2026-08-25,957.5273657918738,-0.0013685095884833685,-0.0013685095884833685,0.0,0,30,1.0,1.0,"AEE,AEP,ATO,CPT,D,DTE,ENB,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,WMB,XEL,YUM",0.004929870186257235,1017.7665166850629
2026-08-26,960.9198309139158,0.0035429432549288348,0.0035429432549288348,0.0,0,30,1.0,1.0,"AEE,AEP,ATO,CPT,D,DTE,ENB,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,WMB,XEL,YUM",0.004242042635816512,1022.0839256421475
2026-08-27,948.5135647700611,-0.012910823301518578,-0.012910823301518578,0.0,0,30,1.0,1.0,"AEE,AEP,ATO,CPT,D,DTE,ENB,ET,ETR,EVRG,FE,INVH,KIM,LIN,LNT,NEE,NI,PEG,PEN,PNW,PPL,SHEL,SO,SRE,TRP,UTHR,WEC,WMB,XEL,YUM",-0.00574011690127163,1016.217044426051
