Date,equity,daily_return,gross_return,turnover_cost,turnover,holdings,gross_exposure,regime_exposure,held_tickers
2026-06-01,1001.217107568549,0.001217107568548951,0.001417107568548951,0.0002,6,6,0.1697470792760934,1.0,"GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-02,1001.0792025638212,-0.00013773736354003366,-0.00010440403020670033,3.3333333333333335e-05,1,7,0.19724514076785316,1.0,"BBIO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-03,1000.7125195690196,-0.00036628769618080113,-0.0003329543628474678,3.3333333333333335e-05,1,8,0.2228658330695503,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-04,994.9460224839037,-0.005762391268572716,-0.005762391268572716,0.0,0,8,0.22352182884359656,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-05,995.4146240801542,0.0004709819283268298,0.0004709819283268298,0.0,0,8,0.11124558327178417,0.5,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-08,990.8026446471714,-0.004633224509077979,-0.004633224509077979,0.0,0,8,0.21653951457030016,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-09,989.5455240902207,-0.0012687900700935606,-0.0012687900700935606,0.0,0,8,0.21552958218198245,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-10,991.7838265190336,0.0022619499298637638,0.0022619499298637638,0.0,0,8,0.11062188752543241,0.5,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-11,996.9297283063797,0.00518853166360582,0.00518853166360582,0.0,0,8,0.22142685974682685,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-12,995.0179630553654,-0.0019176529666360632,-0.0019176529666360632,0.0,0,8,0.22372630750160497,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-15,994.2810301521454,-0.0007406227129378498,-0.0007406227129378498,0.0,0,8,0.22375268783539282,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-16,990.6271255769836,-0.003674921339495512,-0.003674921339495512,0.0,0,8,0.2230669250991617,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-17,987.3122405222846,-0.0033462490266136682,-0.0033462490266136682,0.0,0,8,0.2223182098954569,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-18,986.0099626097694,-0.0013190132351911666,-0.0013190132351911666,0.0,0,8,0.2231086564078071,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-22,982.4479787754649,-0.0036125231685049846,-0.0036125231685049846,0.0,0,8,0.22513799826643885,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-23,983.9790596185325,0.0015584345188189564,0.0015584345188189564,0.0,0,8,0.22477553243259543,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-24,984.0282661547433,5.000770669846183e-05,5.000770669846183e-05,0.0,0,8,0.22719342462342745,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-25,984.9177904478554,0.0009039621357505996,0.0009039621357505996,0.0,0,8,0.2255856969063518,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-26,984.6652652041403,-0.0002563922046735991,-0.0002563922046735991,0.0,0,8,0.2274575416434707,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-29,982.8458080028122,-0.0018477926109750655,-0.0018477926109750655,0.0,0,8,0.22913657934117143,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-06-30,983.0986743400497,0.0002572797637010223,0.0002572797637010223,0.0,0,8,0.22943160877569743,1.0,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-07-01,984.2721672356246,0.00119366745801244,0.00119366745801244,0.0,0,8,0.11464001146780027,0.5,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-07-02,984.1458958640168,-0.00012828908081636558,-0.00012828908081636558,0.0,0,8,0.11451926120886387,0.5,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
2026-07-06,981.56982395234,-0.0026175711573893532,-0.0026175711573893532,0.0,0,8,0.1142319988978682,0.5,"BBIO,EGO,GMED,KGC,LBRT,PSLV,WFRD,ZIM"
