signal_date,exec_entry_date,exec_exit_date,ticker,side,entry_price,exit_price,position_return,holding_age,score,weight,regime_exposure,position_risk_scale,rolling_vol,rolling_beta,contribution_return,contribution_pnl
2026-07-22,2026-07-23,2026-07-24,LBRT,1,26.0,19.6200008392334,-0.24538458310640776,35,0.9881578947368421,0.02523845756027222,1.0,0.7571537268081666,0.515384260476449,1.1631874331100929,-0.006193128386676164,-6.1090253095180245
2026-07-23,2026-07-24,2026-07-27,LBRT,1,19.6200008392334,17.079999923706055,-0.1294597760897236,36,0.9881578947368421,0.02598091113324901,1.0,0.7794273339974703,0.4975684474765196,1.1631212425961637,-0.003363482937917424,-3.308218227232505
2026-08-17,2026-08-18,2026-08-19,ZIM,1,29.125,26.799999237060547,-0.0798283523756036,12,0.9973190348525469,0.031808018198050896,1.0,0.954240545941527,0.41626428591732756,0.9848969902183554,-0.0025391816850836185,-2.5437274557736167
2026-07-15,2026-07-16,2026-07-17,AGX,1,597.4201356307873,528.2368898226813,-0.11580333785545871,4,0.9741379310344828,0.020648020864044138,1.0,0.6194406259213241,0.6332682885647806,1.712808851391495,-0.002391109736165464,-2.344628933304463
2026-07-09,2026-07-10,2026-07-13,BBIO,1,90.80999755859376,84.83999633789062,-0.06574167361750105,25,0.9881422924901186,0.03333333333333333,1.0,1.0,0.3619043022130715,1.0887056432279698,-0.002191389120583368,-2.1641922208129123
2026-08-26,2026-08-27,2026-08-28,CYTK,1,78.83999633789062,73.87999725341797,-0.06291221860558194,11,0.9730820995962315,0.03333333333333333,1.0,1.0,0.35993490887384383,0.695169312091033,-0.002097073953519398,-2.0975825112420803
2026-07-09,2026-07-10,2026-07-13,AGX,1,678.6436123416208,614.8958620271503,-0.0939340607576229,0,0.9741379310344828,0.02214089190013709,1.0,0.6642267570041127,0.5996165206901818,1.7007183188322748,-0.002079783884975438,-2.0539720958538292
2026-06-16,2026-06-17,2026-06-18,WFRD,1,100.91999816894533,94.66999816894533,-0.061930242899303045,11,0.969078947368421,0.032131041849092205,1.0,0.9639312554727663,0.4008145844569099,1.1341831878251676,-0.0019898832263219516,-1.9785031441498648
2026-08-05,2026-08-06,2026-08-07,CVS,1,100.9800033569336,95.1999969482422,-0.05723911880118315,0,0.9556451612903226,0.03333333333333333,1.0,1.0,0.29494550379896806,0.11576453206997682,-0.0019079706267061051,-1.8730750253081834
2026-06-04,2026-06-05,2026-06-08,LBRT,1,31.0,28.89999961853028,-0.06774194778934584,3,0.9881578947368421,0.02642796092766676,1.0,0.7928388278300028,0.48733599146859535,1.1174355180777176,-0.0017902815493408735,-1.7915571599788336
