Date,ticker,action,pred,score,rolling_vol,rolling_beta,target_weight,opposite_signal,weak_long,weak_short,too_old
2026-06-01,WFRD,BUY,0.636245654238984,0.9868421052631579,0.414418378332655,1.1183006582087582,0.030509758108972048,,,,
2026-06-01,GMED,BUY,0.605111562087193,0.9842105263157894,0.34664203435704266,1.1512064259025814,0.03333333333333333,,,,
2026-06-01,PSLV,BUY,0.5929601700116642,0.9796052631578948,0.5666846971755783,1.463427040445086,0.02231188620737412,,,,
2026-06-01,KGC,BUY,0.6053579521775172,0.9789473684210526,0.53557285538098,1.3378725028992717,0.023608000950398413,,,,
2026-06-01,LBRT,BUY,0.5877973067467238,0.9782894736842105,0.4744255321531502,1.1284841890809987,0.02665076734268213,,,,
2026-06-01,ZIM,BUY,0.5866810057313938,0.9710526315789474,0.3353074922222452,0.9764673429686253,0.03333333333333333,,,,
2026-06-02,BBIO,BUY,0.6626165978169706,0.9644736842105264,0.48626838580771276,1.327084016357086,0.026273099201931892,,,,
2026-06-03,EGO,BUY,0.6624282431098578,0.9697368421052632,0.5614050028119023,1.2394477228502723,0.022808087491123327,,,,
2026-07-09,AGX,BUY,0.5671081035064113,0.9741379310344828,0.5996165206901818,1.7007183188322748,0.02214089190013709,,,,
2026-07-22,PEN,BUY,0.6066637661797725,0.9845844504021448,0.08687800724505648,0.1355656450935865,0.03333333333333333,,,,
2026-07-22,UTHR,BUY,0.5830339162693108,0.9785522788203753,0.2226623490164431,0.05449346163786134,0.03333333333333333,,,,
2026-07-29,WFRD,EXIT,,,,,,False,False,False,True
2026-07-29,GMED,EXIT,,,,,,False,False,False,True
2026-07-29,PSLV,EXIT,,,,,,False,False,False,True
2026-07-29,KGC,EXIT,,,,,,False,False,False,True
2026-07-29,LBRT,EXIT,,,,,,False,False,False,True
2026-07-29,ZIM,EXIT,,,,,,False,False,False,True
2026-07-30,BBIO,EXIT,,,,,,False,False,False,True
2026-07-30,ZIM,BUY,0.6462074863438456,0.9838492597577388,0.4096836617541273,0.8609766705974826,0.03269931902039621,,,,
2026-07-31,EGO,EXIT,,,,,,False,False,False,True
2026-08-03,HAL,BUY,0.4145455453957773,0.9777628032345014,0.33296908467728603,0.32688227541292525,0.03333333333333333,,,,
2026-08-03,NE,BUY,0.3473129712074336,0.9743935309973046,0.42240736313869104,0.5400204636943955,0.031787351652732374,,,,
2026-08-04,FTI,BUY,0.3419836265520547,0.9852150537634409,0.36274794953758516,0.40728149419199094,0.03333333333333333,,,,
2026-08-04,ICLR,BUY,0.28773672950226437,0.9731182795698925,0.5745413245650323,1.3115395983341855,0.023488912507516783,,,,
2026-08-05,ETSY,BUY,0.2918558204002782,0.9663978494623656,0.42192237503093327,1.1306634037616288,0.032176371543335164,,,,
2026-08-05,CVS,BUY,0.2798094620735392,0.9556451612903226,0.29494550379896806,0.11576453206997682,0.03333333333333333,,,,
2026-08-06,NI,BUY,0.36845090001824576,0.9758713136729222,0.20799327436749052,0.14201987332075608,0.03333333333333333,,,,
2026-08-06,HUM,BUY,0.3506888851953678,0.9725201072386058,0.4544834943504891,0.5087008795013924,0.029752504548279442,,,,
2026-08-06,TRP,BUY,0.37270317759764204,0.9644772117962466,0.2043508016248084,-0.005412152671728389,0.03333333333333333,,,,
2026-08-06,CVE,BUY,0.3612837546821361,0.9611260053619303,0.40876749513180405,-0.08225812593481488,0.03307998408342323,,,,
2026-08-07,DVA,BUY,0.3521575093966115,0.9784656796769852,0.43441190132136087,-0.01628065237344115,0.030824100776039684,,,,
2026-08-10,VTRS,BUY,0.2702957880254353,0.9663072776280324,0.32235337131321895,0.7005310433468568,0.03333333333333333,,,,
2026-08-10,SLAB,BUY,0.2706593158583129,0.9615902964959568,0.04255475560338351,0.7028450176356896,0.03333333333333333,,,,
2026-08-11,PLNT,BUY,0.36017426160249766,0.9718498659517426,0.3920992680440211,0.32104622728741117,0.03333333333333333,,,,
2026-08-11,CYTK,BUY,0.32672489855923126,0.9711796246648794,0.37585531734217786,0.729657347822417,0.03333333333333333,,,,
2026-08-12,SO,BUY,0.29765697383468953,0.9557640750670241,0.18723697301365455,-0.26301398420117794,0.03333333333333333,,,,
2026-08-13,BALL,BUY,0.31941361443621874,0.9812332439678284,0.2513820924052548,0.20935812818316718,0.03333333333333333,,,,
2026-08-13,SHEL,BUY,0.44358662551275424,0.9772117962466488,0.2479455360467093,0.009782274754966612,0.03333333333333333,,,,
2026-08-13,BNTX,BUY,0.315149493504704,0.9691689008042895,0.28123843222992506,0.854358214548729,0.03333333333333333,,,,
