Date,ticker,action,pred,score,rolling_vol,rolling_beta,target_weight,opposite_signal,weak_long,weak_short,too_old
2025-09-02,NVDA,BUY,0.28892015622118555,0.9894736842105263,0.25897955248535487,1.9011361590954807,0.03333333333333333,,,,
2025-09-03,WMT,BUY,0.20711564851482694,0.9940789473684211,0.18613581320688344,0.6142967245282616,0.03333333333333333,,,,
2025-09-03,EVRG,BUY,0.12056791449733835,0.9842105263157894,0.15515177430503202,0.18881654899077185,0.03333333333333333,,,,
2025-09-03,AEP,BUY,0.11823803054171983,0.9835526315789473,0.15273975652645522,0.01913549987180302,0.03333333333333333,,,,
2025-09-04,DTE,BUY,0.11151211469624517,0.9789473684210526,0.14504100219844965,0.23517800681864867,0.03333333333333333,,,,
2025-09-04,PPL,BUY,0.09780454853960323,0.9750000000000001,0.1544282232312572,0.1871017705577015,0.03333333333333333,,,,
2025-09-05,WMT,EXIT,,,,,,False,True,False,False
2025-09-05,WEC,BUY,0.14078657586283944,0.9842105263157894,0.14065224116036332,0.11965825693942118,0.03333333333333333,,,,
2025-09-05,CMS,BUY,0.16563232616180346,0.9828947368421053,0.13841795470301188,0.09797445529212498,0.03333333333333333,,,,
2025-09-05,AEE,BUY,0.13633433033159467,0.9776315789473684,0.13493368812969658,0.22496072313319462,0.03333333333333333,,,,
2025-09-08,PPL,EXIT,,,,,,False,True,False,False
2025-09-08,ATO,BUY,0.20851402906658362,0.9862023653088042,0.14943708035163947,0.21618832778865057,0.03333333333333333,,,,
2025-09-08,ROL,BUY,0.18008878908068843,0.9756898817345598,0.17181785366555938,0.3288994882998244,0.03333333333333333,,,,
2025-09-08,MS,BUY,0.17224025375743507,0.9730617608409987,0.17154897503087463,1.3394148046915029,0.03333333333333333,,,,
2025-09-09,ROL,EXIT,,,,,,False,True,False,False
2025-09-09,MS,EXIT,,,,,,False,True,False,False
2025-09-10,VICI,BUY,0.27814350953418676,0.9678055190538765,0.1626454352509523,0.3726825108971476,0.03333333333333333,,,,
2025-09-11,SO,BUY,0.4179694534110533,0.9894875164257555,0.11920887391772232,0.044422807499342805,0.03333333333333333,,,,
2025-09-11,ARCC,BUY,0.4241091958313755,0.9802890932982917,0.10658604525076078,0.7964455992541268,0.03333333333333333,,,,
2025-09-11,CL,BUY,0.320507953065235,0.9750328515111695,0.17468599914087024,0.07147756720191904,0.03333333333333333,,,,
2025-09-11,GLD,BUY,0.30651877217720275,0.9684625492772667,0.1405078500237498,0.018758951977417254,0.03333333333333333,,,,
2025-09-15,GLD,EXIT,,,,,,False,True,False,False
