ticker,side,entry_date,age,entry_score,score,pred,pred_cat,pred_lgbm,target_weight,regime_exposure,position_risk_scale,rolling_vol,rolling_beta
BF-B,1,2026-09-02,2,1.0,0.9993351063829787,0.4212689664298198,0.3269952594620936,0.515542673397546,0.03333333333333333,1.0,1.0,0.36072315103822855,-0.0020525098844467577
BN,1,2026-09-04 00:00:00,0,0.9667553191489362,0.9667553191489362,0.3279429445468298,0.17558079208480967,0.48030509700884993,0.03333333333333333,1.0,1.0,0.22081268688560515,1.4492040820384335
CSGP,1,2026-09-02,2,0.978029294274301,0.978029294274301,0.2290147544595868,0.20237805763362873,0.2556514512855449,0.025687602417644187,1.0,0.7706280725293256,0.49943121076076696,0.25168848555613066
CVCO,1,2026-09-03 00:00:00,1,0.972630173564753,0.972630173564753,0.24216994603796793,0.24004943957481695,0.24429045250111894,0.03333333333333333,1.0,1.0,0.3383816457849203,1.2140290189508098
EVRG,1,2026-09-04 00:00:00,0,0.9700797872340425,0.9700797872340425,0.2776961966277477,0.19745930424952943,0.35793308900596593,0.03333333333333333,1.0,1.0,0.16820884583872286,-0.04314710837434335
FRPT,1,2026-09-03 00:00:00,1,0.9686248331108144,0.9686248331108144,0.2781611054264774,0.1740581218677413,0.38226408898521347,0.023498863951115216,1.0,0.7049659185334565,0.5459493873267175,0.4223784858864044
ITW,1,2026-09-03 00:00:00,1,0.9686248331108144,0.9686248331108144,0.25281672965649216,0.170406996110008,0.33522646320297633,0.03333333333333333,1.0,1.0,0.22745524547861198,0.5033608710109025
KVUE,1,2026-09-04 00:00:00,0,0.9680851063829787,0.9680851063829787,0.31709264708158635,0.18207241414724928,0.45211288001592337,0.03333333333333333,1.0,1.0,0.23675582659350217,0.12240346316208092
LNT,1,2026-09-04 00:00:00,0,0.976063829787234,0.976063829787234,0.2805564959046521,0.22253225782869568,0.3385807339806085,0.03333333333333333,1.0,1.0,0.1863860403524693,-0.0935299495657911
MGM,1,2026-09-03 00:00:00,1,0.9779706275033376,0.9779706275033376,0.23266764347969301,0.18273974050937974,0.2825955464500063,0.03333333333333333,1.0,1.0,0.21892657030796875,0.8077786012521221
MLI,1,2026-09-02,2,0.9760319573901464,0.9760319573901464,0.18239887938636634,0.16589873497199067,0.19889902380074198,0.03333333333333333,1.0,1.0,0.3487320940707996,0.5804050480178812
NE,1,2026-09-02,2,0.9793608521970706,0.9793608521970706,0.25447510263139583,0.28811869884438385,0.22083150641840787,0.02900393772756783,1.0,0.8701181318270349,0.44232581442868285,0.3452341797535573
PLD,1,2026-09-02,2,0.9673768308921438,0.9847074468085106,0.29701452414306506,0.2554313516939316,0.33859769659219846,0.03333333333333333,1.0,1.0,0.2400640424775576,0.43999189338509714
PSA,1,2026-09-03 00:00:00,1,0.9766355140186916,0.9827127659574468,0.30417216605267405,0.222988126628954,0.38535620547639404,0.03333333333333333,1.0,1.0,0.22284841268905276,0.37206443746984047
SFM,1,2026-09-02,2,0.9893475366178428,0.9946595460614152,0.23753646625025915,0.27347651449009486,0.20159641801042347,0.028094783384125053,1.0,0.8428435015237515,0.4566395904029063,0.09700927152835093
TDY,1,2026-09-02,2,0.9680426098535286,0.9680851063829787,0.29787382888987074,0.18233907342027186,0.4134085843594696,0.03333333333333333,1.0,1.0,0.25044325611033746,1.0964378061784663
TPL,1,2026-09-02,2,0.9747003994673769,0.9747003994673769,0.20151742278835816,0.21176326656275607,0.19127157901396022,0.029371374329094764,1.0,0.8811412298728429,0.43679230781778133,0.3225658722071285
UTHR,1,2026-09-04 00:00:00,0,0.9587765957446808,0.9587765957446808,0.2600753707527509,0.181532592331317,0.3386181491741848,0.03333333333333333,1.0,1.0,0.22381483214204007,0.25857819834394297
YUMC,1,2026-09-02,2,0.9647137150466044,0.97196261682243,0.223940087367065,0.21817768276049554,0.22970249197363446,0.03333333333333333,1.0,1.0,0.2588247771695862,0.2867255895585839
