ticker,days_held,total_pnl,total_contribution_return,mean_position_return,median_position_return,hit_rate,best_day_return,worst_day_return
COMP,8,12.081513696151788,0.015143247635653629,0.020946500135259186,0.009159276106508907,0.5,0.08511110665168542,-0.029544876420289468
MARA,8,10.686804052144685,0.01640093770893851,0.021331079018436297,0.00897639012552609,0.625,0.1458207467259245,-0.06327238781947586
RDW,31,9.727445657865044,0.018021266623436824,0.0047907578990749764,-0.01305982735718847,0.45161290322580644,0.17985807663811904,-0.09010194119720338
OKLO,3,5.862292064500342,0.010916389971218354,0.0366315728002542,0.08520078991681701,0.6666666666666666,0.10185571282639305,-0.07716178434244747
MNST,12,0.3598361312662822,0.0006416641097800821,0.0001644381607834866,0.001472150416953144,0.5833333333333334,0.029289586363876907,-0.039940657301224314
NVTS,31,-0.17518569635113312,0.0032981555136457116,-0.00017696105924713823,-0.03188168454302298,0.41935483870967744,0.1792174655491836,-0.11485302820851861
SMR,11,-0.9853221037800752,-0.0007136533559334831,-0.0018155253413373923,-0.0012626959846001595,0.45454545454545453,0.07026329769890105,-0.0875296811700178
SNOW,4,-1.1159191538448296,-0.0015655669755560984,-0.005479484414446345,-0.0013707600216950055,0.5,0.017072081610471024,-0.03624849922486639
OSCR,40,-2.0822977956156663,-0.0032824204382621304,-0.0011355965502591076,-0.010217447758782472,0.4,0.12323264747499629,-0.10363715063166756
RCAT,47,-2.88601311187022,-0.0006108157252790059,-0.0014645372208773033,-0.020109451132971357,0.425531914893617,0.15450978949869798,-0.09316680697313273
JOBY,19,-7.177459662029197,-0.009390794323527699,-0.005345938083069853,-0.002697135457884081,0.47368421052631576,0.04775241541254949,-0.07219681932656508
UUUU,39,-7.400661034812237,-0.005891080355199168,-0.0027162063011376947,-0.01134186279988525,0.41025641025641024,0.1486030594695218,-0.08364086309362206
LUNR,32,-9.664824237457578,-0.01060910312570556,-0.005989170422648769,-0.024071780306071378,0.3125,0.1275124923418678,-0.08307571624517318
QUBT,57,-16.413520087793067,-0.015899831538711773,-0.00350366923455589,-0.0011916138949572552,0.45614035087719296,0.10784726641728426,-0.10954182246860178
LUMN,27,-17.04766525636869,-0.020220436254082458,-0.0077338669541584856,-0.01200355550785881,0.3333333333333333,0.05186330111301074,-0.0917574766960112
RUN,10,-23.5716140685997,-0.025539628302072806,-0.020334465086855547,-0.021873242720294173,0.2,0.05147553453893172,-0.08688650600060488
EOSE,21,-36.77751455879972,-0.04476444471967498,-0.02262866257242498,-0.03912052270905997,0.23809523809523808,0.14031145880250784,-0.10393576122367454
QS,60,-38.2357264810804,-0.0454502933944619,-0.008102758089070386,-0.0026697019914997955,0.43333333333333335,0.11259509963812242,-0.10981755779553215
CRML,62,-40.88012016343615,-0.04283603427545568,-0.006685097317120889,-0.016474284556672325,0.3387096774193548,0.2338803094381543,-0.10897520336569011
ACHR,36,-51.853829349241444,-0.06348529037160612,-0.01753703029253872,-0.02156356365841844,0.3611111111111111,0.11422030086641777,-0.09391814963297784
FLNC,61,-60.65628134057915,-0.07267591549337303,-0.012910663370493555,-0.018616664873943756,0.39344262295081966,0.18895340079688738,-0.16105312674210004
ONDS,59,-70.23799292067604,-0.07914611686970717,-0.011691864019160428,-0.015569633816791106,0.4067796610169492,0.118969937515506,-0.11428614460710429
